Data File Name,ggoyal_High Sensitivity DNA Assay_DE24802700_2017-12-18_11-08-52.xad,,
Data File Path,C:\Users\jlchiniquy\Desktop\JGI_Computer_BackUp\JBEI,SynBio\MiSeq\20171211_Nextera_library_size_to_loading_concentration,
Date Created,"Monday, December 18, 2017 7:08:52 PM",,
Date Last Modified,"Monday, December 18, 2017 7:41:38 PM",,
Version Created,B.02.07.SI532,,
Version Last Modified,B.02.07.SI532,,
 ,,,
Assay Name,High Sensitivity DNA,,
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA,,
Assay Title,High Sensitivity DNA Assay,,
Assay Version,1,,
 ,,,
Number of Samples Run,8,,
 ,,,
Sample Name,0.1,,
Number of Events,2121,,
 ,,,
Time,Value,Library Loading Concentration (pM),Cluster Density (K/mm^2)
50.25,-0.4563513,,
50.3,-0.4912964,,
50.35,-0.6437836,,
50.4,-0.814397,,
50.45,-0.8287465,,
50.5,-0.8430678,,
50.55,-0.8453895,,
50.6,-0.7292801,,
50.65,-0.6154956,,
50.7,-0.6605575,,
50.75,-0.8092486,,
50.8,-0.9452178,,
50.85,-1.041891,,
50.9,-1.052495,,
50.95,-0.9212313,,
51,-0.7987771,,
51.05,-0.8008466,,
51.1,-0.8465473,,
51.15,-0.9342639,,
51.2,-0.9490202,,
51.25,-0.9146968,,
51.3,-0.7977247,,
51.35,-0.7715689,,
51.4,-0.642263,,
51.45,-0.648769,,
51.5,-0.5594099,,
51.55,-0.5203648,,
51.6,-0.5284826,,
51.65,-0.5953293,,
51.7,-0.6433704,,
51.75,-0.6975776,,
51.8,-0.576367,,
51.85,-0.5176291,,
51.9,-0.5073068,,
51.95,-0.6206974,,
52,-0.7331855,,
52.05,-0.8064675,,
52.1,-0.7354667,,
52.15,-0.6073343,,
52.2,-0.4708543,,
52.25,-0.4066358,,
52.3,-0.406699,,
52.35,-0.4418746,,
52.4,-0.5170278,,
52.45,-0.5430934,,
52.5,-0.607666,,
52.55,-0.6617213,,
52.6,-0.68783,,
52.65,-0.6923082,,
52.7,-0.6176502,,
52.75,-0.5624835,,
52.8,-0.5499128,,
52.85,-0.5565206,,
52.9,-0.6295501,,
52.95,-0.6989878,,
53,-0.7931427,,
53.05,-0.6756536,,
53.1,-0.6413777,,
53.15,-0.5943367,,
53.2,-0.5170174,,
53.25,-0.4860495,,
53.3,-0.4935067,,
53.35,-0.5231399,,
53.4,-0.5978197,,
53.45,-0.5542676,,
53.5,-0.5247321,,
53.55,-0.403097,,
53.6,-0.3872396,,
53.65,-0.4326863,,
53.7,-0.447083,,
53.75,-0.5232951,,
53.8,-0.504198,,
53.85,-0.3781372,,
53.9,-0.2492346,,
53.95,-0.1362996,,
54,-0.1219091,,
54.05,-0.1579561,,
54.1,-0.1694129,,
54.15,-0.1201252,,
54.2,-0.0883205,,
54.25,-0.1229726,,
54.3,-0.1667362,,
54.35,-0.1125858,,
54.4,-0.2250272,,
54.45,-0.3265868,,
54.5,-0.3435183,,
54.55,-0.3772677,,
54.6,-0.4169679,,
54.65,-0.2906465,,
54.7,-7.84E-02,,
54.75,2.45E-02,,
54.8,-6.20E-02,,
54.85,-0.2755637,,
54.9,-0.3828989,,
54.95,-0.5482767,,
55,-0.6133448,,
55.05,-0.5639288,,
55.1,-0.5065373,,
55.15,-0.4445523,,
55.2,-0.3945853,,
55.25,-0.3717043,,
55.3,-0.2953147,,
55.35,-0.2339153,,
55.4,-0.1775035,,
55.45,-0.2519628,,
55.5,-0.374246,,
55.55,-0.4267955,,
55.6,-0.401129,,
55.65,-0.3303988,,
55.7,-0.2225764,,
55.75,-0.178836,,
55.8,-0.19236,,
55.85,-0.2466539,,
55.9,-0.1352172,,
55.95,-9.06E-02,,
56,-6.48E-03,,
56.05,2.06E-02,,
56.1,-5.52E-02,,
56.15,-0.1424431,,
56.2,-4.15E-02,,
56.25,0.1035403,,
56.3,0.1510332,,
56.35,0.2168118,,
56.4,0.3697317,,
56.45,0.3309889,,
56.5,0.3725886,,
56.55,0.4345322,,
56.6,0.4485298,,
56.65,0.3860574,,
56.7,0.4564173,,
56.75,0.5961917,,
56.8,0.4733473,,
56.85,0.3417265,,
56.9,0.1783907,,
56.95,0.1263402,,
57,0.2784453,,
57.05,0.6095087,,
57.1,0.8860549,,
57.15,0.8786064,,
57.2,0.7456707,,
57.25,0.5648527,,
57.3,0.4619537,,
57.35,0.5583227,,
57.4,0.66296,,
57.45,0.8219913,,
57.5,0.9587435,,
57.55,0.9462988,,
57.6,0.9438626,,
57.65,0.9366783,,
57.7,1.131001,,
57.75,1.311053,,
57.8,1.39214,,
57.85,1.572797,,
57.9,1.541876,,
57.95,1.622183,,
58,1.6429,,
58.05,1.857801,,
58.1,2.063678,,
58.15,2.246813,,
58.2,2.360262,,
58.25,2.597463,,
58.3,2.707579,,
58.35,2.868226,,
58.4,3.089017,,
58.45,3.439872,,
58.5,3.623153,,
58.55,3.936266,,
58.6,4.171162,,
58.65,4.31543,,
58.7,4.472467,,
58.75,4.766701,,
58.8,5.158433,,
58.85,5.569345,,
58.9,6.023332,,
58.95,6.551043,,
59,6.965269,,
59.05,7.158461,,
59.1,7.234426,,
59.15,7.509424,,
59.2,7.730274,,
59.25,7.9866,,
59.3,7.989157,,
59.35,8.041031,,
59.4,7.914866,,
