Data File Name,NexteraRPT_jlc_High Sensitivity DNA Assay_DE24802700_2016-08-25_11-16-11.xad,,
Data File Path,C:\Users\jlchiniquy\Desktop\JGI_Computer_BackUp\JBEI,SynBio\MiSeq\20171205_Nextera_library_size_to_loading_concentration_tool\JLChiniquy,
Date Created,"Thursday, August 25, 2016 6:16:11 PM",,
Date Last Modified,"Friday, August 26, 2016 10:27:07 PM",,
Version Created,B.02.07.SI532,,
Version Last Modified,B.02.08.SI648,,
 ,,,
Assay Name,High Sensitivity DNA,,
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA,,
Assay Title,High Sensitivity DNA Assay,,
Assay Version,1,,
 ,,,
Number of Samples Run,11,,
 ,,,
Sample Name,0.1,,
Number of Events,2121,,
 ,,,
Time,Value,Library Loading Concentration (pM),Cluster Density (K/mm^2)
133,6.184296,,
133.05,6.10633,,
133.1,6.092608,,
133.15,6.130049,,
133.2,6.42142,,
133.25,6.878161,,
133.3,7.769113,,
133.35,8.506362,,
133.4,8.879989,,
133.45,8.018621,,
133.5,7.557325,,
133.55,7.234959,,
133.6,7.00901,,
133.65,6.98318,,
133.7,7.153188,,
133.75,7.188444,,
133.8,7.143662,,
133.85,6.731946,,
133.9,6.820152,,
133.95,7.03021,,
134,7.013693,,
134.05,6.62878,,
134.1,6.062682,,
134.15,5.903415,,
134.2,5.958179,,
134.25,6.05867,,
134.3,6.616514,,
134.35,7.377453,,
134.4,7.654954,,
134.45,7.484078,,
134.5,7.216682,,
134.55,6.858087,,
134.6,6.345558,,
134.65,6.024052,,
134.7,6.26838,,
134.75,6.497272,,
134.8,6.67418,,
134.85,6.558797,,
134.9,6.396315,,
134.95,6.173541,,
135,5.959629,,
135.05,6.045853,,
135.1,6.268267,,
135.15,6.313407,,
135.2,6.100192,,
135.25,5.521303,,
135.3,5.303053,,
135.35,5.323629,,
135.4,5.442688,,
135.45,5.788891,,
135.5,6.063751,,
135.55,6.001487,,
135.6,5.715147,,
135.65,5.479221,,
135.7,5.454832,,
135.75,5.986817,,
135.8,6.405032,,
135.85,6.713501,,
135.9,6.967381,,
135.95,6.99035,,
136,6.567725,,
136.05,6.05894,,
136.1,5.953893,,
136.15,6.282476,,
136.2,6.755146,,
136.25,7.698452,,
136.3,8.406794,,
136.35,8.465685,,
136.4,7.856854,,
136.45,7.302902,,
136.5,6.872322,,
136.55,6.395183,,
136.6,6.288558,,
136.65,6.477798,,
136.7,6.525539,,
136.75,6.533737,,
136.8,6.535928,,
136.85,6.403527,,
136.9,5.993493,,
136.95,5.43634,,
137,5.280203,,
137.05,5.464127,,
137.1,5.700422,,
137.15,6.071606,,
137.2,6.695075,,
137.25,7.255173,,
137.3,7.574138,,
137.35,7.49934,,
137.4,7.075139,,
137.45,6.345033,,
137.5,5.5755,,
137.55,5.126487,,
137.6,5.029057,,
137.65,4.930668,,
137.7,5.141666,,
137.75,5.542178,,
137.8,6.211065,,
137.85,7.286584,,
137.9,7.997241,,
137.95,7.906288,,
138,7.688477,,
 ,,,
Alignment,On,,
