Data File Name,ggoyal_High Sensitivity DNA Assay_DE24802700_2017-07-11_14-23-16.xad
39.35,-0.3914653
39.4,-0.2945373
39.45,-0.2555337
39.5,-0.2261598
39.55,-0.2378097
39.6,-0.2178366
39.65,-0.2804164
39.7,-0.3106226
39.75,-0.3084451
39.8,-0.2585328
39.85,-0.297039
39.9,-0.3006177
39.95,-0.3138938
40,-0.4255366
40.05,-0.4756279
40.1,-0.4479168
40.15,-0.4226151
40.2,-0.4712247
40.25,-0.5164938
40.3,-0.4592611
40.35,-0.6022406
40.4,-0.6078075
40.45,-0.6091744
40.5,-0.7290198
40.55,-0.8466972
40.6,-0.9293454
40.65,-1.022897
40.7,-1.011939
40.75,-0.9105816
40.8,-0.6489051
40.85,-0.4540242
40.9,-0.3639055
40.95,-0.4367729
41,-0.6243691
41.05,-0.7503609
41.1,-0.8603287
41.15,-0.9197032
41.2,-0.8688892
41.25,-0.7827707
41.3,-0.7522802
41.35,-0.6262361
41.4,-0.4700939
41.45,-0.4540796
41.5,-0.5869845
41.55,-0.5602769
41.6,-0.4852556
41.65,-0.4409901
41.7,-0.3193734
41.75,-0.2666758
41.8,-0.2951621
41.85,-0.4161883
41.9,-0.4076237
41.95,-0.2627381
42,-0.2257211
42.05,-0.1288831
42.1,-0.2369837
42.15,-0.369415
42.2,-0.4772707
42.25,-0.4906267
42.3,-0.2358049
42.35,-0.2009723
42.4,-0.3004527
42.45,-0.3108704
42.5,-0.269292
42.55,0.1261507
42.6,1.435836
42.65,4.16057
42.7,9.275222
42.75,17.67147
42.8,29.4479
42.85,43.33253
42.9,56.97585
42.95,66.94506
43,69.83395
43.05,64.4137
43.1,53.00667
43.15,38.42295
43.2,24.41276
43.25,13.32395
43.3,6.102805
43.35,1.999977
43.4,0.1026351
43.45,-0.5588369
43.5,-0.824294
43.55,-0.9760587
43.6,-1.013347
43.65,-0.9941069
43.7,-1.022815
43.75,-0.8790407
43.8,-0.730462
43.85,-0.5898197
43.9,-0.6998469
43.95,-0.7135425
44,-0.8378167
44.05,-0.9225098
44.1,-0.8512897
44.15,-0.8069071
44.2,-0.8369625
44.25,-0.8578718
44.3,-0.8518484
44.35,-0.7225137
44.4,-0.5549334
44.45,-0.3832783
44.5,-0.3245868
44.55,-0.2555188
44.6,-0.2489852
44.65,-0.3419005
44.7,-0.3123319
44.75,-0.3145334
44.8,-0.198745
44.85,0.7510701
44.9,4.076108
44.95,13.63128
45,35.55941
45.05,78.3146
45.1,148.6211
45.15,246.6295
45.2,361.2026
45.25,467.2375
45.3,535.3042
45.35,542.5316
45.4,484.2318
45.45,378.1831
45.5,254.9927
45.55,147.209
45.6,72.25938
45.65,30.22698
45.7,12.23995
45.75,6.479191
45.8,5.264426
45.85,5.049209
45.9,4.709372
45.95,4.26263
46,3.793189
46.05,3.488466
46.1,3.281936
46.15,3.050253
46.2,2.857176
46.25,2.532705
46.3,2.134833
46.35,1.72364
46.4,1.361303
46.45,1.136305
46.5,0.9250752
46.55,0.6814951
46.6,0.5125588
46.65,0.3419903
46.7,0.1698264
46.75,0.0500989
46.8,-2.929655E-02
46.85,-6.868756E-02
46.9,-0.1066463
46.95,-1.910237E-02
47,9.155105E-02
47.05,0.1291101
47.1,0.2073641
47.15,0.1340543
47.2,-3.535133E-02
47.25,-0.1654484
47.3,-0.1689535
47.35,-9.258473E-02
47.4,-4.910114E-02
47.45,-7.406993E-02
47.5,-7.169745E-02
47.55,-0.1552143
47.6,-0.2141736
47.65,-0.2402953
47.7,-0.3048867
47.75,-0.3749796
47.8,-0.4062027
47.85,-0.3657741
47.9,-0.3639445
47.95,-0.3703243
48,-0.3255645
48.05,-0.2691777
48.1,-0.2573313
48.15,-0.3540552
48.2,-0.5889165
48.25,-0.7430024
48.3,-0.8721026
48.35,-0.9408312
48.4,-0.842437
48.45,-0.7232741
48.5,-0.6963513
48.55,-0.7242928
48.6,-0.701248
48.65,-0.7327572
48.7,-0.8123976
48.75,-0.8579735
48.8,-0.7566264
48.85,-0.7042258
48.9,-0.7234781
48.95,-0.6677604
49,-0.6886378
49.05,-0.7373911
49.1,-0.6604804
49.15,-0.4981211
49.2,-0.2735225
49.25,-0.1845557
49.3,-0.1655177
49.35,-0.2245092
49.4,-0.3008431
49.45,-0.3213931
49.5,-0.3666677
49.55,-0.3805958
49.6,-0.4210232
49.65,-0.4189323
49.7,-0.5306708
49.75,-0.5223191
49.8,-0.5009866
49.85,-0.5184371
49.9,-0.4971806
49.95,-0.477451
50,-0.4451925
50.05,-0.4076115
50.1,-0.4359476
50.15,-0.3818371
50.2,-0.4535127
50.25,-0.5106776
50.3,-0.556088
50.35,-0.5600941
50.4,-0.4925914
50.45,-0.5654425
50.5,-0.5455362
50.55,-6.866423E-02
50.6,3.958423
50.65,18.48567
50.7,54.18648
50.75,125.5132
50.8,243.1128
50.85,400.1327
50.9,565.0079
50.95,689.822
51,730.6741
51.05,671.0513
51.1,531.3762
51.15,358.9628
51.2,204.0372
51.25,96.19187
51.3,38.62388
51.35,16.7631
51.4,12.39566
51.45,12.43767
51.5,11.50776
51.55,10.34263
51.6,9.581531
51.65,8.828608
51.7,8.017881
51.75,7.223069
51.8,6.307592
51.85,5.234341
51.9,4.190295
51.95,3.256038
52,2.400543
52.05,1.665346
52.1,1.185808
52.15,0.9070782
52.2,0.6716994
52.25,0.5895838
52.3,0.5596243
52.35,0.4207587
52.4,0.2595774
52.45,5.710587E-02
52.5,-0.1202134
52.55,-0.2881665
52.6,-0.3595422
52.65,-0.3695702
52.7,-0.3720002
52.75,-0.4097202
52.8,-0.3782502
52.85,-0.3750695
52.9,-0.3685506
52.95,-0.3099437
53,-0.3382339
53.05,-0.3196243
53.1,-0.5001406
53.15,-0.6082348
53.2,-0.6230832
53.25,-0.6070752
53.3,-0.5130041
53.35,-0.5302508
53.4,-0.6649753
53.45,-0.8333919
53.5,-1.019078
53.55,-1.005265
53.6,-0.9309395
53.65,-0.9042379
53.7,-0.8897911
53.75,-0.9114409
53.8,-0.9885572
53.85,-1.056055
53.9,-0.9561635
53.95,-0.9135277
54,-0.9306384
54.05,-0.8870469
54.1,-0.8125339
54.15,-0.8427404
54.2,-0.8826336
54.25,-0.8718472
54.3,-0.8096628
54.35,-0.7466938
54.4,-0.624611
54.45,-0.5769132
54.5,-0.5833018
54.55,-0.5853355
54.6,-0.6293899
54.65,-0.631327
54.7,-0.7446471
54.75,-0.8059397
54.8,-0.8625714
54.85,-0.7435928
54.9,-0.616361
54.95,-0.7763948
55,-0.7918652
55.05,-0.8501583
55.1,-0.8713875
55.15,-0.7786534
55.2,-0.6338313
55.25,-0.5515833
55.3,-0.4122881
55.35,0.8302948
55.4,6.159699
55.45,22.41349
55.5,63.57585
55.55,147.2916
55.6,285.874
55.65,472.7204
55.7,670.7397
55.75,818.321
55.8,865.916
55.85,794.7207
55.9,630.8978
55.95,429.922
56,248.9518
56.05,122.3923
56.1,53.79142
56.15,27.03612
56.2,20.39939
56.25,18.80548
56.3,16.90634
56.35,14.31668
56.4,11.95562
56.45,10.15436
56.5,8.962536
56.55,7.949955
56.6,6.833623
56.65,6.109091
56.7,5.759566
56.75,5.266757
56.8,4.741487
56.85,4.304205
56.9,3.718916
56.95,3.131245
57,2.73281
57.05,2.414752
57.1,2.01367
57.15,1.644107
57.2,1.291723
57.25,0.9446973
57.3,0.6664686
57.35,0.5851991
57.4,0.4341758
57.45,0.335276
57.5,0.1347737
57.55,-6.350889E-02
57.6,-0.3003177
57.65,-0.457231
57.7,-0.5370789
57.75,-0.5608615
57.8,-0.5458611
57.85,-0.5866714
57.9,-0.5885054
57.95,-0.5738724
58,-0.6403584
58.05,-0.7624617
58.1,-0.8472983
58.15,-0.7904386
58.2,-0.75147
58.25,-0.6098747
58.3,-0.5572509
58.35,-0.7024721
58.4,-0.9003096
58.45,-0.9672486
58.5,-0.9419383
58.55,-0.9684814
58.6,-0.9419656
58.65,-0.8560235
58.7,-0.7831048
58.75,-0.7163132
58.8,-0.7021036
58.85,-0.6962749
58.9,-0.7607924
58.95,-0.7542317
59,-0.6815631
59.05,-0.5793055
59.1,-0.5657629
59.15,-0.6128297
59.2,-0.5730205
59.25,-0.4913995
59.3,-0.4146514
59.35,-0.3584867
59.4,-0.2837641
59.45,-0.2629933
59.5,-0.3709524
59.55,-0.377267
59.6,-0.3062947
59.65,-0.1578687
59.7,6.254547E-02
59.75,0.2597762
59.8,0.4124359
59.85,0.5207434
59.9,0.5206911
59.95,0.4049186
60,0.2528753
60.05,0.5673769
60.1,3.066756
60.15,12.3695
60.2,37.03172
60.25,92.16425
60.3,195.2757
60.35,352.5685
60.4,549.4144
60.45,747.329
60.5,892.5453
60.55,937.7097
60.6,866.6905
60.65,703.2367
60.7,498.9444
60.75,310.5253
60.8,175.4408
60.85,97.68404
60.9,62.21673
60.95,48.98239
61,43.62504
61.05,39.25359
61.1,34.70792
61.15,30.87842
61.2,28.15494
61.25,25.76127
61.3,23.35884
61.35,21.16404
61.4,18.57203
61.45,16.01143
61.5,13.89552
61.55,12.04458
61.6,10.00451
61.65,8.59447
61.7,7.382063
61.75,6.4883
61.8,5.526918
61.85,4.919704
61.9,4.333066
61.95,3.71675
62,3.289885
62.05,2.931885
62.1,2.632461
62.15,2.405147
62.2,2.16927
62.25,1.78719
62.3,1.301068
62.35,0.9916194
62.4,0.7387781
62.45,0.5268922
62.5,0.3459848
62.55,0.1648187
62.6,3.864011E-02
62.65,-0.1218243
62.7,-0.1359912
62.75,-9.302697E-02
62.8,-0.178347
62.85,-0.2958459
62.9,-0.4152727
62.95,-0.5190579
63,-0.541556
63.05,-0.49034
63.1,-0.503992
63.15,-0.6601638
63.2,-0.8831593
63.25,-0.9883441
63.3,-1.074896
63.35,-0.8524079
63.4,-0.7363403
63.45,-0.7234803
63.5,-0.7521268
63.55,-0.7440308
63.6,-0.6671357
63.65,-0.5821334
63.7,-0.4935414
63.75,-0.5812637
63.8,-0.7042612
63.85,-0.766391
63.9,-0.7636945
63.95,-0.6666188
64,-0.5423123
64.05,-0.4581764
64.1,-0.4932553
64.15,-0.6316445
64.2,-0.6106166
64.25,-0.6047553
64.3,-0.5769845
64.35,-0.5515922
64.4,-0.5367383
64.45,-0.5334789
64.5,-0.4536867
64.55,-0.3657881
64.6,-0.2837477
64.65,-0.2604612
64.7,-0.2472739
64.75,-0.2300195
64.8,-0.3267552
64.85,-0.407136
64.9,-0.5538325
64.95,-0.6157627
65,-0.6688885
65.05,-0.6788536
65.1,-0.5244011
65.15,-0.4469313
65.2,-0.3729845
65.25,-0.3410009
65.3,-0.394515
65.35,-0.4997657
65.4,-0.6663533
65.45,-0.7161852
65.5,-0.6532834
65.55,-0.4790885
65.6,-0.3817472
65.65,-0.4040616
65.7,-0.5108183
65.75,-0.7153513
65.8,-0.8097668
65.85,-0.7428103
65.9,-0.7370014
65.95,-0.7909948
66,-0.860864
66.05,-0.7971463
66.1,-0.8517733
66.15,-0.8681651
66.2,-0.837773
66.25,-0.8663272
66.3,-0.7679635
66.35,-0.5752484
66.4,-0.4269054
66.45,-0.5496187
66.5,-0.5881149
66.55,-0.5873596
66.6,-0.5836209
66.65,-0.2909917
66.7,-5.610473E-02
66.75,-8.365712E-02
66.8,-0.1719972
66.85,-0.328287
66.9,-0.4589757
66.95,-0.516131
67,-0.4324686
67.05,-0.342162
67.1,-0.3071068
67.15,-0.2727989
67.2,-0.2376094
67.25,-0.2501761
67.3,-0.2356403
67.35,-0.2370168
67.4,-0.3177094
67.45,-0.3902383
67.5,-0.3854757
67.55,-0.4871822
67.6,-0.5371448
67.65,-0.4499555
67.7,-0.3427545
67.75,-0.3676177
67.8,-0.405146
67.85,-0.4309891
67.9,-0.5735124
67.95,-0.5969419
68,-0.4739403
68.05,-0.3967414
68.1,-0.4050789
68.15,-0.360157
68.2,-0.2522694
68.25,-0.222882
68.3,-0.2253672
68.35,-0.2030501
68.4,-0.3421753
68.45,-0.3513598
68.5,-0.4439397
68.55,-0.4596884
68.6,-0.4765072
68.65,-0.539369
68.7,-0.5433651
68.75,-0.5496073
68.8,-0.5884514
68.85,-0.5683986
68.9,-0.5341689
68.95,-0.4398352
69,-0.331882
69.05,-0.2107971
69.1,-6.369056E-02
69.15,-0.1425504
69.2,0.179432
69.25,1.130452
69.3,3.959899
69.35,13.15655
69.4,35.84853
69.45,83.36826
69.5,169.3407
69.55,304.3667
69.6,485.4494
69.65,693.6229
69.7,892.8391
69.75,1039.022
69.8,1095.234
69.85,1050.725
69.9,918.0673
69.95,728.5651
70,525.5905
70.05,348.0974
70.1,216.1635
70.15,131.6915
70.2,85.42426
70.25,63.35388
70.3,51.70199
70.35,44.41761
70.4,39.00349
70.45,35.13269
70.5,32.31342
70.55,30.08027
70.6,27.92145
70.65,25.53123
70.7,22.7577
70.75,19.82117
70.8,17.32425
70.85,15.08632
70.9,13.38481
70.95,11.70409
71,9.850236
71.05,8.200673
71.1,7.050238
71.15,6.346477
71.2,5.766827
71.25,5.265202
71.3,4.866961
71.35,4.553778
71.4,4.304406
71.45,4.02946
71.5,3.81182
71.55,3.555603
71.6,3.263424
71.65,2.963435
71.7,2.800629
71.75,2.520713
71.8,2.284276
71.85,2.108685
71.9,1.964322
71.95,1.720783
72,1.524915
72.05,1.37274
72.1,1.276529
72.15,1.272995
72.2,1.282598
72.25,1.23333
72.3,1.134228
72.35,1.050514
72.4,0.9482862
72.45,0.8220327
72.5,0.7894105
72.55,0.6799448
72.6,0.5686118
72.65,0.3887532
72.7,0.4250805
72.75,0.4529854
72.8,0.5154248
72.85,0.5157356
72.9,0.5149667
72.95,0.3856451
73,0.2335108
73.05,0.2004162
73.1,0.1045228
73.15,3.421875E-03
73.2,-0.1417236
73.25,-0.1277731
73.3,3.599124E-02
73.35,0.2139675
73.4,0.3101192
73.45,0.2629824
73.5,0.1011915
73.55,5.049079E-02
73.6,8.761677E-02
73.65,0.237294
73.7,0.336467
73.75,0.3430884
73.8,0.2899549
73.85,0.2241627
73.9,0.182193
73.95,9.923611E-02
74,6.740648E-02
74.05,0.1034112
74.1,0.1372159
74.15,4.428116E-02
74.2,0.1183322
74.25,5.768452E-02
74.3,-1.779863E-02
74.35,2.177466E-03
74.4,0.1148201
74.45,0.1588389
74.5,0.1122879
74.55,0.1093508
74.6,0.1327447
74.65,0.1347983
74.7,0.2147195
74.75,0.2510626
74.8,0.207418
74.85,0.1766565
74.9,0.2058128
74.95,0.2658588
75,0.1319638
75.05,5.017449E-02
75.1,-4.854277E-02
75.15,-2.172936E-02
75.2,8.140288E-02
75.25,0.1636816
75.3,8.501902E-02
75.35,-4.524571E-02
75.4,-0.2119974
75.45,-0.3779039
75.5,-0.3728638
75.55,-0.2542082
75.6,-0.1342103
75.65,-4.191391E-02
75.7,6.944952E-02
75.75,9.017357E-02
75.8,0.1012259
75.85,0.2222564
75.9,0.1598437
75.95,4.438881E-02
76,-0.1318163
76.05,-0.2150408
76.1,-0.2213002
76.15,-0.174731
76.2,-0.1329872
76.25,-0.1817939
76.3,-0.2335131
76.35,-0.2730336
76.4,-0.2532989
76.45,-0.1957521
76.5,-0.1325159
76.55,3.566543E-02
76.6,0.237174
76.65,0.3878496
76.7,0.3609705
76.75,0.5326338
76.8,0.5690849
76.85,0.4418429
76.9,0.3580436
76.95,0.2995675
77,0.2533568
77.05,0.3287381
77.1,0.7402316
77.15,1.820116
77.2,4.789383
77.25,12.85531
77.3,30.60788
77.35,64.73578
77.4,125.1618
77.45,220.8542
77.5,356.5884
77.55,524.2135
77.6,717.0846
77.65,899.5143
77.7,1041.401
77.75,1119.311
77.8,1121.739
77.85,1049.776
77.9,919.9371
77.95,758.4991
78,588.8904
78.05,429.7695
78.1,299.243
78.15,203.0265
78.2,139.0479
78.25,100.426
78.3,79.28889
78.35,66.79518
78.4,57.1378
78.45,50.53758
78.5,45.48129
78.55,40.9798
78.6,36.87398
78.65,32.38972
78.7,28.09684
78.75,24.04016
78.8,20.88341
78.85,18.3407
78.9,16.24506
78.95,14.21611
79,12.13435
79.05,10.34461
79.1,8.930516
79.15,8.003036
79.2,7.310257
79.25,6.68071
79.3,5.78642
79.35,5.047244
79.4,4.408553
79.45,4.023714
79.5,3.837274
79.55,3.660186
79.6,3.413686
79.65,3.15181
79.7,2.913947
79.75,2.679826
79.8,2.44235
79.85,2.20177
79.9,2.015994
79.95,1.895279
80,1.709364
80.05,1.583995
80.1,1.554664
80.15,1.475623
80.2,1.389973
80.25,1.267832
80.3,1.199541
80.35,1.149677
80.4,1.078403
80.45,1.033675
80.5,0.9570756
80.55,0.7930571
80.6,0.6038244
80.65,0.512256
80.7,0.4751028
80.75,0.3953025
80.8,0.2385273
80.85,8.316086E-02
80.9,7.684437E-03
80.95,-2.731597E-03
81,0.0548412
81.05,0.095345
81.1,4.032454E-03
81.15,-0.1358252
81.2,-0.2451213
81.25,-0.202963
81.3,1.947915E-03
81.35,0.154433
81.4,0.2220185
81.45,0.1406869
81.5,4.925094E-02
81.55,6.475603E-02
81.6,0.1454156
81.65,0.3151886
81.7,0.4765731
81.75,0.4023654
81.8,0.3444324
81.85,0.3166525
81.9,0.2678321
81.95,0.2693588
82,0.1705431
82.05,0.1421219
82.1,0.1053984
82.15,8.70337E-03
82.2,3.107081E-03
82.25,3.106019E-02
82.3,0.1455371
82.35,0.3425213
82.4,0.5603091
82.45,0.6538446
82.5,0.655395
82.55,0.738814
82.6,0.6355556
82.65,0.6941152
82.7,0.7637039
82.75,1.321973
82.8,2.771005
82.85,6.095608
82.9,13.01624
82.95,27.37013
83,54.33298
83.05,100.7836
83.1,172.7863
83.15,275.3594
83.2,408.3414
83.25,563.3267
83.3,725.5269
83.35,872.3979
83.4,987.9526
83.45,1052.222
83.5,1058.464
83.55,1008.389
83.6,910.2587
83.65,784.0466
83.7,645.8882
83.75,512.5828
83.8,393.5604
83.85,296.1189
83.9,223.9409
83.95,173.1326
84,140.7841
84.05,120.2914
84.1,106.251
84.15,93.53185
84.2,82.36034
84.25,72.88181
84.3,64.26151
84.35,57.85692
84.4,52.06637
84.45,46.87598
84.5,41.40377
84.55,35.83692
84.6,31.143
84.65,26.99937
84.7,23.71396
84.75,20.99063
84.8,18.58336
84.85,16.42209
84.9,14.22359
84.95,12.44218
85,11.01869
85.05,9.948603
85.1,9.083214
85.15,8.231261
85.2,7.60168
85.25,6.489927
85.3,5.612807
85.35,4.902067
85.4,4.189007
85.45,3.632335
85.5,3.341541
85.55,3.263637
85.6,3.101857
85.65,2.965459
85.7,2.756483
85.75,2.42817
85.8,1.958804
85.85,1.654831
85.9,1.954283
85.95,3.388064
86,5.54116
86.05,6.622706
86.1,5.869032
86.15,4.014117
86.2,1.682822
86.25,9.533228E-02
86.3,-0.2687578
86.35,0.1872261
86.4,0.614098
86.45,0.696331
86.5,0.6971654
86.55,0.623058
86.6,0.5025796
86.65,0.559984
86.7,0.617014
86.75,0.6726475
86.8,0.6083724
86.85,0.570223
86.9,0.4918926
86.95,0.4279641
87,0.4521241
87.05,0.4902015
87.1,0.4858398
87.15,0.455795
87.2,0.3680953
87.25,0.3333437
87.3,0.435224
87.35,0.5140826
87.4,0.7145295
87.45,1.356448
87.5,3.320801
87.55,7.657336
87.6,16.54054
87.65,33.6674
87.7,63.41222
87.75,110.5981
87.8,182.9411
87.85,282.9084
87.9,413.6804
87.95,568.0156
88,731.9401
88.05,891.8294
88.1,1029.022
88.15,1127.365
88.2,1180.115
88.25,1182.762
88.3,1136.054
88.35,1046.124
88.4,926.813
88.45,790.5233
88.5,649.5602
88.55,520.0101
88.6,408.4667
88.65,316.4346
88.7,245.6679
88.75,191.7321
88.8,152.8175
88.85,124.065
88.9,102.2157
88.95,85.05878
89,70.98901
89.05,59.17347
89.1,49.33239
89.15,41.57629
89.2,35.0137
89.25,29.44008
89.3,24.8908
89.35,20.98176
89.4,17.60257
89.45,15.37925
89.5,13.38016
89.55,11.51402
89.6,9.881164
89.65,8.259174
89.7,6.84446
89.75,5.787597
89.8,5.088067
89.85,4.629174
89.9,4.214797
89.95,3.901803
90,3.616176
90.05,3.307159
90.1,3.154417
90.15,3.098732
90.2,3.000974
90.25,2.679278
90.3,2.393828
90.35,2.087136
90.4,1.988296
90.45,2.61623
90.5,4.1303
90.55,7.253933
90.6,14.25523
90.65,27.48185
90.7,50.39321
90.75,87.84643
90.8,144.8908
90.85,224.8264
90.9,332.1118
90.95,466.7877
91,620.4898
91.05,778.0163
91.1,924.0419
91.15,1045.125
91.2,1128.023
91.25,1166.589
91.3,1158.615
91.35,1105.464
91.4,1015.595
91.45,900.384
91.5,773.5053
91.55,646.008
91.6,527.337
91.65,422.1669
91.7,333.4113
91.75,262.1887
91.8,205.3647
91.85,162.6582
91.9,132.3861
91.95,110.5192
92,94.00237
92.05,79.556
92.1,67.88373
92.15,57.146
92.2,48.13528
92.25,40.87379
92.3,34.65592
92.35,29.78173
92.4,26.14859
92.45,23.50792
92.5,20.99817
92.55,18.47715
92.6,15.74286
92.65,13.24095
92.7,11.30797
92.75,9.813073
92.8,9.004542
92.85,8.291569
92.9,7.553158
92.95,6.706123
93,5.80002
93.05,4.843265
93.1,4.267408
93.15,4.021506
93.2,3.789306
93.25,3.659387
93.3,3.443403
93.35,3.134151
93.4,2.73357
93.45,2.52316
93.5,2.412689
93.55,2.142207
93.6,2.047407
93.65,1.903527
93.7,1.669804
93.75,1.560082
93.8,1.303887
93.85,1.184024
93.9,1.211152
93.95,1.17214
94,1.251595
94.05,1.348845
94.1,1.53418
94.15,1.675815
94.2,1.699178
94.25,1.458172
94.3,1.180088
94.35,1.129833
94.4,1.579327
94.45,2.306087
94.5,3.297157
94.55,5.5116
94.6,9.333187
94.65,16.7249
94.7,29.96773
94.75,50.98141
94.8,83.39466
94.85,131.0952
94.9,196.0601
94.95,277.9733
95,379.7738
95.05,496.0383
95.1,620.5952
95.15,747.3193
95.2,863.7131
95.25,963.2363
95.3,1035.335
95.35,1075.008
95.4,1088.375
95.45,1068.284
95.5,1027.005
95.55,963.5096
95.6,882.8284
95.65,791.1202
95.7,695.3024
95.75,600.2787
95.8,507.915
95.85,424.7141
95.9,351.8557
95.95,289.7236
96,238.3988
96.05,199.5038
96.1,165.1196
96.15,136.581
96.2,112.3747
96.25,92.72694
96.3,77.16712
96.35,65.24683
96.4,56.0788
96.45,47.96901
96.5,41.13641
96.55,35.78312
96.6,31.07497
96.65,27.34293
96.7,23.62034
96.75,20.29105
96.8,17.36239
96.85,15.51243
96.9,14.33277
96.95,13.22501
97,11.79887
97.05,10.6823
97.1,9.789037
97.15,9.331739
97.2,9.040159
97.25,8.863119
97.3,8.425218
97.35,7.735814
97.4,7.278248
97.45,6.803287
97.5,6.287358
97.55,6.182589
97.6,6.121903
97.65,6.019888
97.7,5.789141
97.75,5.635697
97.8,5.506966
97.85,5.57424
97.9,5.535454
97.95,5.435038
98,5.16251
98.05,4.897515
98.1,4.667764
98.15,4.792602
98.2,4.817851
98.25,4.440763
98.3,4.214963
98.35,4.261661
98.4,4.226496
98.45,4.457699
98.5,4.76713
98.55,4.468952
98.6,4.472496
98.65,4.552801
98.7,4.497019
98.75,4.414988
98.8,4.401094
98.85,4.551572
98.9,4.715338
98.95,4.995451
99,4.887753
99.05,4.366165
99.1,3.921969
99.15,3.628134
99.2,3.56349
99.25,3.76596
99.3,3.801373
99.35,3.801355
99.4,3.800613
99.45,3.952273
99.5,4.130606
99.55,4.358975
99.6,4.6191
99.65,5.202316
99.7,5.374126
99.75,5.064178
99.8,4.572746
99.85,4.238056
99.9,4.02409
99.95,3.980957
100,4.122682
100.05,4.021666
100.1,3.731614
100.15,3.518396
100.2,3.391282
100.25,3.738312
100.3,3.846906
100.35,3.714994
100.4,3.739535
100.45,4.383485
100.5,6.202368
100.55,8.854568
100.6,14.04869
100.65,24.21224
