Data File Name,Ggoyal_High Sensitivity DNA Assay_DE24802700_2018-02-06_13-10-41.xad
Data File Path,C:\Users\jlchiniquy\Desktop\JGI_Computer_BackUp\JBEI,SynBio\MiSeq\20171211_Nextera_library_size_to_loading_concentration
Date Created,"Tuesday, February 06, 2018 9:10:42 PM"
Date Last Modified,"Tuesday, February 06, 2018 10:15:47 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.07.SI532
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.0
 
Number of Samples Run,11
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
68.1,3.23469
68.15,2.717921
68.2,2.251243
68.25,1.738346
68.3,1.287604
68.35,0.8698721
68.4,0.5044194
68.45,0.2170496
68.5,-8.356377E-02
68.55,-0.1889429
68.6,-0.2722597
68.65,-0.453199
68.7,-0.6203874
68.75,-0.7986313
68.8,-0.9335635
68.85,-0.9896443
68.9,-1.00492
68.95,-0.9391285
69,-1.014847
69.05,-1.074974
69.1,-1.084245
69.15,-1.111204
69.2,-1.149144
69.25,-1.142886
69.3,-1.12336
69.35,-1.118856
69.4,-1.104894
69.45,-1.075236
69.5,-1.022206
69.55,-0.9952624
69.6,-0.9717748
69.65,-1.02494
69.7,-1.124993
69.75,-1.194313
69.8,-1.15599
69.85,-1.058108
69.9,-1.002345
69.95,-1.024483
70,-1.067383
70.05,-1.097425
70.1,-1.067775
70.15,-0.9232137
70.2,-0.7702746
70.25,-0.7229822
70.3,-0.7857549
70.35,-0.8677538
70.4,-0.9114099
70.45,-0.991902
70.5,-0.9483068
70.55,-0.9006121
70.6,-0.9178488
70.65,-0.9621983
70.7,-1.018108
70.75,-1.121294
70.8,-1.294153
70.85,-1.437876
70.9,-1.462194
70.95,-1.538213
71,-1.510635
71.05,-1.521618
71.1,-1.514268
71.15,-1.457565
71.2,-1.479625
71.25,-1.516915
71.3,-1.467307
71.35,-1.483662
71.4,-1.534644
71.45,-1.624984
71.5,-1.664378
71.55,-1.705309
71.6,-1.771175
71.65,-1.759392
71.7,-1.764992
71.75,-1.831319
71.8,-1.859156
71.85,-1.779632
71.9,-1.68362
71.95,-1.686099
72,-1.762032
72.05,-1.890894
72.1,-2.054079
72.15,-2.173321
72.2,-2.164909
72.25,-2.072338
72.3,-1.982725
72.35,-1.875566
72.4,-1.821198
72.45,-1.845221
72.5,-1.920787
72.55,-2.009007
72.6,-2.055025
72.65,-2.062834
72.7,-2.055948
72.75,-2.066157
72.8,-2.154181
72.85,-2.247676
72.9,-2.215001
72.95,-2.188984
73,-2.201248
73.05,-2.200991
73.1,-2.275257
73.15,-2.254001
73.2,-2.298401
73.25,-2.293056
73.3,-2.321844
73.35,-2.43022
73.4,-2.44988
73.45,-2.41486
73.5,-2.356717
73.55,-2.26511
73.6,-2.286541
73.65,-2.284284
73.7,-2.232269
73.75,-2.186591
73.8,-2.143705
73.85,-2.192099
73.9,-2.225956
73.95,-2.255462
74,-2.351204
74.05,-2.371873
74.1,-2.324994
74.15,-2.257136
74.2,-2.168518
74.25,-2.1178
74.3,-2.095027
74.35,-2.166228
