Data File Name,JAM,_JLC_High Sensitivity DNA Assay_DE24802700_2017-09-06_14-50-13.xad
Data File Path,C:\Users\jlchiniquy\Desktop\20171205_Nextera_library_size_to_loading_concentration_tool\JLChiniquy
Date Created,"Wednesday, September 06, 2017 9:50:13 PM"
Date Last Modified,"Thursday, November 16, 2017 8:08:48 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.08.SI648
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.0
 
Number of Samples Run,11
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
94.95,45.84167
95,68.49308
95.05,97.59503
95.1,134.955
95.15,177.1597
95.2,223.3934
95.25,268.9964
95.3,314.5059
95.35,357.6464
95.4,396.2379
95.45,427.7974
95.5,447.8899
95.55,455.3763
95.6,448.3862
95.65,430.8212
95.7,405.2001
95.75,372.8779
95.8,337.4515
95.85,300.7997
95.9,263.7406
95.95,226.9272
96,194.6357
96.05,166.0073
96.1,139.4969
96.15,116.8277
96.2,97.21925
96.25,80.88524
96.3,67.91744
96.35,57.99666
96.4,48.99556
96.45,40.59087
96.5,33.60382
96.55,27.89093
96.6,23.18813
96.65,19.0362
96.7,15.60853
96.75,13.21523
96.8,11.46146
96.85,10.52761
96.9,9.068855
96.95,7.361517
97,5.552261
97.05,4.281495
97.1,3.844457
97.15,3.543445
97.2,3.199233
97.25,2.631958
97.3,1.901274
97.35,1.361611
97.4,0.8459539
97.45,0.7257768
97.5,0.5983158
97.55,0.4955064
97.6,0.2378998
97.65,0.1461576
97.7,0.2924039
97.75,0.2756511
97.8,0.2077666
97.85,0.2048927
97.9,6.257154E-02
97.95,-0.3688729
98,-0.4632855
98.05,-0.3326192
98.1,-0.3608263
98.15,-0.3452321
98.2,-0.3357629
98.25,-0.1983473
98.3,-0.3280087
98.35,-0.4353787
98.4,-0.6460856
98.45,-0.9655738
98.5,-1.38916
98.55,-1.632397
98.6,-1.593289
98.65,-1.554248
98.7,-1.391765
98.75,-1.341967
98.8,-1.173023
98.85,-1.391181
98.9,-1.64051
98.95,-1.803177
99,-1.648349
99.05,-1.354195
99.1,-0.9756109
99.15,-0.6344014
99.2,-0.8352063
99.25,-1.144448
99.3,-1.431794
99.35,-1.368459
99.4,-1.304964
99.45,-1.212686
99.5,-1.116211
99.55,-1.293577
99.6,-1.535806
99.65,-1.49506
99.7,-1.204562
99.75,-0.9389401
99.8,-0.7696887
99.85,-0.7926337
99.9,-0.956119
99.95,-1.341451
100,-1.650221
100.05,-1.711553
100.1,-1.63308
100.15,-1.313277
100.2,-1.249442
100.25,-1.263737
100.3,-1.191829
100.35,-1.100829
100.4,-0.8879556
100.45,-0.4134106
100.5,0.1350402
100.55,1.179361
100.6,3.861442
100.65,8.333968
100.7,16.76617
100.75,30.37183
100.8,49.44964
100.85,73.46031
100.9,105.1489
100.95,147.2665
101,197.7638
101.05,255.0356
101.1,317.3816
101.15,382.1475
101.2,442.0905
101.25,490.7389
101.3,525.0306
101.35,545.5959
101.4,554.024
101.45,555.0568
101.5,544.172
101.55,520.4077
101.6,482.6435
101.65,436.2607
101.7,387.2863
101.75,340.2375
101.8,294.6716
101.85,249.147
101.9,205.4916
101.95,166.5856
102,134.579
102.05,109.6932
102.1,90.26562
102.15,73.36865
102.2,58.99155
102.25,47.23782
102.3,39.0943
102.35,32.90709
102.4,27.8804
102.45,22.89751
102.5,18.10971
102.55,14.47452
102.6,12.23966
102.65,10.56562
102.7,8.732844
102.75,6.84285
102.8,5.168266
102.85,3.833011
102.9,3.049101
102.95,2.850416
103,2.369681
103.05,1.754525
103.1,1.292226
103.15,1.205344
103.2,1.018344
103.25,0.9611912
103.3,0.8457336
103.35,0.7841102
103.4,0.783219
103.45,1.506178
103.5,3.239283
103.55,5.453707
103.6,9.859297
103.65,16.94705
103.7,29.28655
103.75,47.03883
103.8,71.41507
103.85,104.5637
103.9,145.732
103.95,195.3588
104,251.533
104.05,311.5951
104.1,368.6226
104.15,420.4708
104.2,468.7128
104.25,508.3716
104.3,539.1416
104.35,559.3217
104.4,567.9833
104.45,562.528
104.5,542.7901
104.55,514.6016
104.6,476.7634
104.65,436.3537
104.7,393.488
104.75,347.5204
104.8,299.1248
104.85,251.0411
104.9,211.1273
104.95,172.5222
105,140.0563
105.05,113.5391
105.1,89.52234
105.15,71.13866
105.2,59.68578
105.25,52.20709
105.3,45.02623
105.35,36.79011
105.4,28.76094
105.45,22.20707
105.5,17.35165
105.55,16.28731
105.6,14.84037
105.65,13.39047
105.7,11.07075
105.75,9.401739
105.8,8.915891
105.85,8.855542
105.9,9.056261
105.95,8.553153
106,7.591586
106.05,6.417345
106.1,6.20011
106.15,6.86542
106.2,7.952206
106.25,8.08902
106.3,6.874034
106.35,5.341935
106.4,4.47136
106.45,4.248576
106.5,4.69397
106.55,5.05745
106.6,4.799405
106.65,4.417129
106.7,4.322645
106.75,4.065308
106.8,3.709601
106.85,3.301022
106.9,3.450784
106.95,3.32261
107,3.106946
107.05,2.882167
107.1,2.666212
107.15,2.633369
107.2,2.336257
107.25,1.889786
107.3,1.191556
107.35,0.2761781
107.4,0.2423787
107.45,1.142873
107.5,1.937975
107.55,1.867982
107.6,2.251148
107.65,2.173459
107.7,1.924096
107.75,1.970991
107.8,2.187668
107.85,2.390768
107.9,3.412924
107.95,5.1019
108,6.376714
108.05,6.833346
108.1,6.412881
108.15,4.954483
108.2,3.552023
108.25,2.960718
108.3,2.557355
108.35,3.327021
108.4,3.811933
108.45,4.421197
108.5,5.877398
108.55,7.668343
108.6,10.94227
108.65,15.97959
108.7,21.51821
108.75,30.6154
108.8,44.05337
108.85,61.0448
108.9,83.67917
108.95,112.1673
109,148.686
109.05,189.5058
109.1,231.2798
109.15,272.074
109.2,310.6508
109.25,353.7273
109.3,394.2037
109.35,431.8465
109.4,463.3452
109.45,482.3409
109.5,498.7998
109.55,506.051
109.6,498.0696
109.65,475.9294
109.7,449.0757
109.75,427.414
109.8,404.8052
109.85,378.0674
109.9,347.342
109.95,309.7263
110,273.7339
110.05,239.2243
110.1,207.7878
110.15,174.1383
110.2,144.6599
110.25,126.0259
110.3,114.6888
110.35,105.3254
110.4,92.1962
110.45,77.86509
110.5,62.37932
110.55,47.46622
110.6,37.39497
110.65,29.80679
110.7,24.94426
110.75,23.56946
110.8,24.14776
110.85,22.38869
110.9,20.12555
110.95,17.66167
111,15.11154
111.05,12.84395
111.1,11.7097
111.15,10.39508
111.2,8.577338
111.25,7.041149
111.3,5.513631
111.35,4.170058
111.4,4.09389
111.45,3.576824
111.5,3.318075
111.55,3.611783
111.6,3.008018
111.65,2.29897
111.7,1.926264
111.75,1.678971
111.8,1.603196
111.85,1.596558
111.9,2.869036
111.95,4.302327
112,5.724574
112.05,7.689059
112.1,10.95791
112.15,16.30445
112.2,21.36329
112.25,27.86214
112.3,36.45662
112.35,48.19043
112.4,63.15823
112.45,82.66011
112.5,104.788
112.55,128.8599
112.6,154.5018
112.65,177.5018
112.7,189.5804
112.75,193.0153
112.8,195.419
112.85,194.7469
112.9,198.4635
112.95,209.0184
113,219.0822
113.05,216.8602
113.1,205.1204
113.15,193.1799
113.2,177.4964
113.25,162.1654
113.3,149.266
113.35,137.5202
113.4,122.0805
113.45,106.3985
113.5,93.2791
113.55,81.20122
113.6,70.46469
113.65,58.3941
113.7,50.69427
113.75,40.71714
113.8,32.39265
113.85,28.01581
113.9,23.87638
113.95,20.93956
114,18.03786
114.05,14.176
114.1,10.38025
114.15,8.687905
114.2,8.887768
114.25,9.518661
114.3,11.56258
114.35,13.13578
114.4,13.16931
114.45,13.12903
114.5,13.88146
114.55,12.51503
114.6,10.35898
114.65,8.482275
114.7,6.670001
114.75,5.26538
114.8,4.353343
114.85,3.625894
114.9,3.201177
114.95,3.425253
115,3.637158
115.05,4.698239
115.1,5.838107
115.15,6.445632
115.2,5.845382
115.25,5.178929
115.3,3.620954
115.35,2.126203
115.4,2.116166
115.45,2.994366
115.5,3.025259
115.55,2.160908
115.6,1.957775
115.65,1.524421
115.7,1.068967
115.75,0.7300035
115.8,0.3987797
115.85,0.3638239
115.9,0.7163039
115.95,1.399626
116,1.632428
116.05,0.7496716
116.1,-0.4162034
116.15,-1.23045
116.2,-0.7967491
116.25,0.139582
116.3,0.1496274
116.35,3.993459E-02
116.4,-0.4328774
116.45,-1.556427
116.5,-2.630602
116.55,-2.886416
116.6,-3.151728
116.65,-3.233562
116.7,-3.055801
116.75,-2.987291
116.8,-3.166344
116.85,-3.13707
116.9,-3.113214
116.95,-3.522991
117,-3.519203
117.05,-3.783727
117.1,-4.206376
117.15,-4.441595
117.2,-4.787551
117.25,-4.7263
117.3,-4.58771
117.35,-4.073252
117.4,-3.600691
117.45,-3.276037
117.5,-3.416973
117.55,-3.68863
117.6,-3.645051
117.65,-3.694522
117.7,-3.399824
117.75,-2.750638
117.8,-2.636906
117.85,-3.274642
117.9,-4.139843
117.95,-4.499863
118,-4.862002
118.05,-4.932823
118.1,-4.682402
118.15,-4.629034
118.2,-4.741857
118.25,-4.757061
118.3,-4.516831
118.35,-4.201713
118.4,-3.901565
118.45,-3.866049
118.5,-3.969912
118.55,-4.318325
118.6,-4.609715
118.65,-4.68752
118.7,-4.375957
118.75,-4.072193
118.8,-4.018632
118.85,-4.124685
118.9,-4.333334
118.95,-4.551816
119,-4.459964
119.05,-4.192238
119.1,-4.02196
119.15,-4.074859
119.2,-4.448649
119.25,-4.894323
119.3,-5.116565
119.35,-5.327839
119.4,-5.420188
119.45,-5.449854
119.5,-5.429843
119.55,-5.51439
119.6,-5.519283
119.65,-5.393497
119.7,-5.437727
119.75,-5.080768
119.8,-4.427894
119.85,-4.356553
119.9,-4.447526
119.95,-4.73595
120,-5.147246
120.05,-5.321886
120.1,-4.791812
120.15,-4.089962
120.2,-3.87809
120.25,-4.137534
120.3,-4.751766
120.35,-5.2779
120.4,-5.619147
120.45,-5.625716
120.5,-5.454634
120.55,-5.396544
120.6,-5.156389
120.65,-4.888945
120.7,-4.670805
120.75,-4.782484
120.8,-5.134982
120.85,-5.429039
120.9,-5.706734
120.95,-5.79186
121,-5.773098
121.05,-5.671751
121.1,-5.407646
121.15,-5.100208
121.2,-5.009179
121.25,-5.304888
121.3,-5.624747
121.35,-5.68863
121.4,-5.641917
121.45,-5.220291
121.5,-4.836594
121.55,-4.74997
121.6,-4.935664
121.65,-5.281162
121.7,-5.515393
121.75,-5.702976
121.8,-5.57355
121.85,-5.573404
121.9,-5.693569
121.95,-5.650933
122,-5.68224
122.05,-5.504779
122.1,-5.490423
122.15,-5.520485
122.2,-5.38686
122.25,-5.300556
122.3,-5.238452
122.35,-5.219429
122.4,-5.231078
122.45,-5.441704
122.5,-5.607583
122.55,-5.570974
122.6,-5.571701
122.65,-5.619412
122.7,-5.668764
122.75,-5.657097
122.8,-5.497481
122.85,-5.390834
122.9,-5.461104
122.95,-5.47991
123,-5.656693
123.05,-5.766851
123.1,-5.752721
123.15,-5.683085
123.2,-5.680213
123.25,-5.916941
123.3,-5.778075
123.35,-5.731931
123.4,-5.727849
123.45,-5.576415
123.5,-5.555166
123.55,-5.762136
123.6,-6.107948
123.65,-6.305882
123.7,-6.324551
123.75,-6.174676
123.8,-5.930371
123.85,-5.382731
123.9,-5.275352
123.95,-5.466778
124,-5.824132
124.05,-6.098567
124.1,-6.169068
124.15,-6.070256
124.2,-5.890326
124.25,-5.718657
124.3,-5.726569
124.35,-5.874245
124.4,-6.096998
124.45,-6.282136
124.5,-6.39249
124.55,-6.347912
124.6,-6.160048
124.65,-6.060594
124.7,-6.221689
124.75,-6.205876
124.8,-6.064273
124.85,-5.907624
124.9,-5.747602
124.95,-5.710183
125,-5.837001
125.05,-6.036767
125.1,-5.906415
125.15,-5.785579
125.2,-5.88016
125.25,-5.895388
125.3,-6.090863
125.35,-6.001814
125.4,-5.840218
125.45,-5.756308
125.5,-5.639297
125.55,-5.598268
125.6,-5.649181
125.65,-5.814855
125.7,-5.953879
125.75,-6.161964
125.8,-6.257801
125.85,-6.261264
125.9,-6.163967
125.95,-6.1957
126,-6.260233
126.05,-6.319911
126.1,-6.312203
126.15,-6.317285
126.2,-6.410597
126.25,-6.415356
126.3,-6.333401
126.35,-6.319765
126.4,-6.314538
126.45,-6.153641
126.5,-6.106716
126.55,-5.93891
126.6,-5.852623
126.65,-5.946152
126.7,-5.934823
126.75,-5.875227
126.8,-5.75849
126.85,-5.766227
126.9,-5.838536
126.95,-5.967338
127,-6.114296
127.05,-6.154171
127.1,-6.217317
127.15,-6.139389
127.2,-6.239842
127.25,-6.18146
127.3,-6.109933
127.35,-6.08944
127.4,-6.113411
127.45,-6.026243
127.5,-5.919783
127.55,-5.9846
127.6,-6.09891
127.65,-6.189446
127.7,-6.29849
127.75,-6.421727
127.8,-6.23635
127.85,-6.006814
127.9,-5.940401
127.95,-5.964333
128,-6.02627
128.05,-6.104048
128.1,-6.264705
128.15,-6.414297
128.2,-6.51264
128.25,-6.684577
128.3,-6.707695
128.35,-6.562611
128.4,-6.423094
128.45,-6.351591
128.5,-6.258547
128.55,-6.185756
128.6,-6.204792
128.65,-6.105486
128.7,-6.139461
128.75,-6.265876
128.8,-6.423441
128.85,-6.326743
128.9,-6.29736
128.95,-6.335837
129,-6.362754
129.05,-6.475079
129.1,-6.620432
129.15,-6.638085
129.2,-6.51678
129.25,-6.474909
129.3,-6.393636
129.35,-6.368201
129.4,-6.45792
129.45,-6.518201
129.5,-6.584189
129.55,-6.425399
129.6,-6.264423
129.65,-6.130643
129.7,-6.020077
129.75,-5.911386
129.8,-5.935937
129.85,-6.056221
129.9,-6.180397
129.95,-6.447117
130,-6.484464
130.05,-6.436025
130.1,-6.315188
130.15,-6.33812
130.2,-6.156354
130.25,-6.031016
130.3,-6.076317
130.35,-6.141537
130.4,-6.21848
130.45,-6.283856
130.5,-6.374931
130.55,-6.39603
130.6,-6.506054
130.65,-6.48422
130.7,-6.506576
130.75,-6.470751
130.8,-6.408238
130.85,-6.545622
130.9,-6.669836
130.95,-6.597131
131,-6.53548
131.05,-6.494449
131.1,-6.464316
131.15,-6.512486
131.2,-6.603878
131.25,-6.621243
131.3,-6.606642
131.35,-6.595328
131.4,-6.646124
131.45,-6.649146
131.5,-6.834019
131.55,-6.777878
131.6,-6.653931
131.65,-6.585658
131.7,-6.522908
131.75,-6.343714
131.8,-6.23002
131.85,-6.294612
131.9,-6.286204
131.95,-6.317832
132,-6.308481
132.05,-6.172323
132.1,-5.900093
132.15,-5.899716
132.2,-6.119772
132.25,-6.372173
132.3,-6.521843
132.35,-6.50176
132.4,-6.445801
132.45,-6.445801
132.5,-6.445801
132.55,-6.445801
132.6,-6.445801
132.65,-6.445801
132.7,-6.445801
132.75,-6.445801
132.8,-6.445801
132.85,-6.445801
132.9,-6.445801
132.95,-6.445801
133,-6.445801
133.05,-6.445801
133.1,-6.445801
133.15,-6.445801
133.2,-6.445801
133.25,-6.445801
133.3,-6.445801
133.35,-6.445801
133.4,-6.445801
133.45,-6.445801
133.5,-6.445801
133.55,-6.445801
133.6,-6.445801
133.65,-6.445801
133.7,-6.445801
133.75,-6.445801
133.8,-6.445801
133.85,-6.445801
133.9,-6.445801
133.95,-6.445801
134,-6.445801
134.05,-6.445801
134.1,-6.445801
134.15,-6.445801
134.2,-6.445801
134.25,-6.445801
134.3,-6.445801
134.35,-6.445801
134.4,-6.445801
134.45,-6.445801
134.5,-6.445801
134.55,-6.445801
134.6,-6.445801
134.65,-6.445801
134.7,-6.445801
134.75,-6.445801
134.8,-6.445801
134.85,-6.445801
134.9,-6.445801
134.95,-6.445801
135,-6.445801
135.05,-6.445801
135.1,-6.445801
135.15,-6.445801
135.2,-6.445801
135.25,-6.445801
135.3,-6.445801
135.35,-6.445801
135.4,-6.445801
135.45,-6.445801
135.5,-6.445801
135.55,-6.445801
135.6,-6.445801
135.65,-6.445801
135.7,-6.445801
135.75,-6.445801
135.8,-6.445801
135.85,-6.445801
135.9,-6.445801
135.95,-6.445801
136,-6.445801
136.05,-6.445801
136.1,-6.445801
136.15,-6.445801
136.2,-6.445801
136.25,-6.445801
136.3,-6.445801
136.35,-6.445801
136.4,-6.445801
136.45,-6.445801
136.5,-6.445801
136.55,-6.445801
136.6,-6.445801
136.65,-6.445801
136.7,-6.445801
136.75,-6.445801
136.8,-6.445801
136.85,-6.445801
136.9,-6.445801
136.95,-6.445801
137,-6.445801
137.05,-6.445801
137.1,-6.445801
137.15,-6.445801
137.2,-6.445801
137.25,-6.445801
137.3,-6.445801
137.35,-6.445801
137.4,-6.445801
137.45,-6.445801
137.5,-6.445801
137.55,-6.445801
137.6,-6.445801
137.65,-6.445801
137.7,-6.445801
137.75,-6.445801
137.8,-6.445801
137.85,-6.445801
137.9,-6.445801
137.95,-6.445801
138,-6.445801
 
Alignment,On
