Data File Name,nk_03_06_2018_High Sensitivity DNA Assay_DE24802700_2018-03-06_15-11-01.xad
Data File Path,C:\Users\jlchiniquy\Desktop\JGI_Computer_BackUp\JBEI,SynBio\MiSeq\20171211_Nextera_library_size_to_loading_concentration
Date Created,"Tuesday, March 06, 2018 11:11:01 PM"
Date Last Modified,"Tuesday, March 06, 2018 11:52:20 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.07.SI532
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.0
 
Number of Samples Run,11
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
93.65,-0.2370175
93.7,-0.1859351
93.75,-7.266255E-02
93.8,-0.1627633
93.85,-0.4380469
93.9,-0.7125238
93.95,-0.8045215
94,-0.9190514
94.05,-0.6310734
94.1,8.612585E-02
94.15,1.278701
94.2,2.991309
94.25,5.543472
94.3,10.04019
94.35,18.19555
94.4,30.79099
94.45,49.07345
94.5,74.019
94.55,107.416
94.6,145.0126
94.65,189.2635
94.7,235.0284
94.75,282.6035
94.8,327.8955
94.85,366.413
94.9,395.7868
94.95,416.6235
95,425.7008
95.05,424.324
95.1,413.5536
95.15,395.7686
95.2,370.6838
95.25,342.2741
95.3,312.1311
95.35,280.9613
95.4,249.0825
95.45,219.0794
95.5,191.9426
95.55,168.256
95.6,147.7359
95.65,128.9602
95.7,111.8018
95.75,96.2561
95.8,82.25536
95.85,70.60099
95.9,61.38671
95.95,53.92491
96,46.89211
96.05,40.82299
96.1,35.40586
96.15,30.49382
96.2,26.96271
96.25,24.16482
96.3,21.9316
96.35,20.05713
96.4,17.77798
96.45,15.28542
96.5,13.72467
96.55,11.8472
96.6,10.42625
96.65,9.250961
96.7,8.68875
96.75,8.088363
96.8,7.295467
96.85,6.894967
96.9,6.46796
96.95,5.32092
97,4.710468
97.05,4.25042
97.1,3.664229
97.15,3.265514
97.2,2.997224
97.25,2.762145
97.3,2.361964
97.35,1.955027
97.4,1.963307
97.45,2.071545
97.5,2.099266
97.55,2.053002
97.6,1.878463
97.65,1.568691
97.7,1.01685
97.75,0.5877088
97.8,0.4401357
97.85,0.2304051
97.9,-2.973852E-03
97.95,-0.1284855
98,-0.1492004
98.05,-8.864172E-02
98.1,-2.692955E-02
98.15,9.180958E-02
98.2,4.635563E-02
98.25,-0.330341
98.3,-0.6527115
98.35,-0.7314714
98.4,-0.8328826
98.45,-0.6648724
98.5,-0.7795164
98.55,-0.720615
98.6,-0.5555705
98.65,-0.4974474
98.7,-0.2056219
98.75,-0.3318962
98.8,-0.4824913
98.85,-0.8380589
98.9,-1.052109
98.95,-1.162929
99,-1.213863
99.05,-1.21632
99.1,-1.306219
99.15,-1.418986
99.2,-1.513051
99.25,-1.646235
99.3,-1.36765
99.35,-0.9944862
99.4,-0.68349
99.45,-0.563947
99.5,-0.7490318
99.55,-0.992363
99.6,-1.129298
99.65,-0.9409562
99.7,-0.6594607
99.75,-0.733933
99.8,-1.018222
99.85,-1.390539
99.9,-1.793383
99.95,-1.939309
100,-1.898507
100.05,-1.758811
100.1,-1.502286
100.15,-1.241184
100.2,-1.050534
100.25,-1.266271
100.3,-1.647642
100.35,-1.989248
100.4,-1.883038
100.45,-0.9596038
100.5,1.301067
100.55,5.46117
100.6,12.3414
100.65,22.73949
100.7,36.44217
100.75,55.73465
100.8,83.80044
100.85,117.3555
100.9,159.2195
100.95,210.4264
101,267.5769
101.05,326.4884
101.1,382.249
101.15,431.6874
101.2,473.1451
101.25,505.9073
101.3,529.6457
101.35,538.7394
101.4,531.828
101.45,514.9846
101.5,490.3754
101.55,459.7299
101.6,421.837
101.65,379.0323
101.7,335.5332
101.75,292.3097
101.8,254.7078
101.85,222.4912
101.9,192.1378
101.95,161.6949
102,134.1429
102.05,111.5801
102.1,94.31339
102.15,80.79855
102.2,70.87488
102.25,61.61673
102.3,52.75974
102.35,43.98397
102.4,36.70043
102.45,29.74027
102.5,25.72796
102.55,22.56347
102.6,19.59876
102.65,16.86782
102.7,13.76639
102.75,10.51921
102.8,7.961143
102.85,6.441775
102.9,5.690708
102.95,5.167904
103,4.833814
103.05,4.549205
103.1,4.085893
103.15,3.117815
103.2,2.442024
103.25,1.820969
103.3,1.212556
103.35,1.091535
103.4,0.9006003
103.45,0.5508274
103.5,0.3348427
103.55,0.4303015
103.6,1.002078
103.65,2.403795
103.7,4.608927
103.75,8.129298
103.8,13.82647
103.85,22.69747
103.9,35.81629
103.95,54.84013
104,81.22682
104.05,113.4605
104.1,153.121
104.15,202.2453
104.2,261.1171
104.25,324.3261
104.3,389.2631
104.35,447.9284
104.4,496.2637
104.45,528.3201
104.5,551.5648
104.55,567.5142
104.6,573.1116
104.65,564.9327
104.7,546.238
104.75,515.6465
104.8,480.1355
104.85,437.0006
104.9,397.7886
104.95,351.4037
105,304.0648
105.05,260.0059
105.1,220.812
105.15,186.2209
105.2,155.3949
105.25,129.4638
105.3,107.8106
105.35,88.408
105.4,74.39014
105.45,62.66628
105.5,52.74732
105.55,44.99659
105.6,39.0796
105.65,34.18131
105.7,29.02774
105.75,24.52782
105.8,20.73852
105.85,17.26644
105.9,14.28994
105.95,11.87851
106,10.50599
106.05,10.01841
106.1,10.35849
106.15,10.57805
106.2,10.08931
106.25,8.881041
106.3,6.966195
106.35,5.255521
106.4,4.676618
106.45,5.293232
106.5,5.58655
106.55,5.180042
106.6,4.995344
106.65,4.244477
106.7,3.541098
106.75,3.370812
106.8,4.126145
106.85,4.360838
106.9,3.859016
106.95,3.748985
107,3.314749
107.05,2.216641
107.1,0.9238618
107.15,-0.2376031
107.2,-0.2490493
107.25,-0.2062865
107.3,-0.0682555
107.35,-0.1279501
107.4,0.1220409
107.45,0.3463033
107.5,0.5046684
107.55,0.6572338
107.6,0.6987
107.65,0.5504578
107.7,0.4148855
107.75,0.9072266
107.8,1.625091
107.85,2.067975
107.9,2.448087
107.95,2.527915
108,2.541011
108.05,2.451302
108.1,2.707951
108.15,3.039285
108.2,2.942489
108.25,2.486553
108.3,1.529432
108.35,0.3398592
108.4,-0.4786098
108.45,-0.3250044
108.5,0.5904453
108.55,1.127937
108.6,2.738742
108.65,3.861665
108.7,4.725405
108.75,5.595164
108.8,8.373249
108.85,15.28419
108.9,22.85633
108.95,32.9011
109,47.25134
109.05,64.75885
109.1,89.23997
109.15,119.4767
109.2,149.9906
109.25,186.0569
109.3,224.753
109.35,272.0918
109.4,320.4357
109.45,364.9934
109.5,403.6352
109.55,428.9606
109.6,450.8683
109.65,469.5994
109.7,481.8874
109.75,489.8024
109.8,491.1032
109.85,485.4829
109.9,465.3591
109.95,436.0302
110,405.8188
110.05,371.4663
110.1,335.0708
110.15,300.7277
110.2,269.0992
110.25,239.7629
110.3,216.8531
110.35,200.2089
110.4,184.0452
110.45,164.3134
110.5,140.6457
110.55,119.3373
110.6,100.0497
110.65,85.18475
110.7,75.09966
110.75,63.80133
110.8,53.72498
110.85,41.89283
110.9,32.21012
110.95,28.56425
111,24.90919
111.05,23.77862
111.1,23.27498
111.15,18.84105
111.2,14.82742
111.25,11.43991
111.3,10.28009
111.35,9.757035
111.4,8.782301
111.45,8.029815
111.5,6.738549
111.55,4.993063
111.6,3.976624
111.65,3.335132
111.7,2.680618
111.75,1.362468
111.8,0.4041561
111.85,0.1508114
111.9,-0.1453726
111.95,0.1218183
112,1.995604
112.05,4.40575
112.1,7.001375
112.15,9.947906
112.2,14.33598
112.25,20.50002
112.3,27.8263
112.35,36.72091
112.4,50.47486
112.45,66.89967
112.5,80.21564
112.55,95.66756
112.6,113.3117
112.65,127.962
112.7,140.4552
112.75,155.301
112.8,167.8226
112.85,175.7016
112.9,184.0277
112.95,191.9698
113,197.1656
113.05,196.3686
113.1,193.9406
113.15,185.5835
113.2,171.8569
113.25,160.9055
113.3,149.8286
113.35,138.0396
113.4,126.0534
113.45,111.741
113.5,96.79147
113.55,80.02905
113.6,66.39767
113.65,56.65797
113.7,49.96399
113.75,46.0014
113.8,41.04338
113.85,34.18293
113.9,27.11706
113.95,21.49345
114,17.18468
114.05,14.78827
114.1,14.12852
114.15,13.4243
114.2,11.63653
114.25,9.615492
114.3,7.232119
114.35,3.309571
114.4,0.372713
114.45,-0.2139322
114.5,0.5062552
114.55,2.077287
114.6,2.914525
114.65,2.702219
114.7,1.445161
114.75,-0.2302405
114.8,-0.6076965
114.85,-0.3093107
114.9,-0.1811636
114.95,-0.8993029
115,-2.028579
115.05,-2.904687
115.1,-3.410551
115.15,-2.998238
115.2,-2.378965
115.25,-2.212219
115.3,-2.673845
115.35,-3.016529
115.4,-2.892035
115.45,-2.286225
115.5,-1.244936
115.55,-0.9673287
115.6,-1.250992
115.65,-1.816553
115.7,-2.69206
115.75,-3.317021
115.8,-3.752911
115.85,-3.86992
115.9,-3.522058
115.95,-2.964411
116,-2.854176
116.05,-3.647046
116.1,-4.779751
116.15,-5.88601
116.2,-6.537627
116.25,-6.345665
116.3,-5.833078
116.35,-5.610227
116.4,-5.720911
116.45,-5.974974
116.5,-6.238071
116.55,-5.998241
116.6,-5.677217
116.65,-5.505437
116.7,-5.79885
116.75,-6.091367
116.8,-6.620264
116.85,-7.224678
116.9,-7.469293
116.95,-7.537628
117,-7.687344
117.05,-8.046285
117.1,-8.151595
117.15,-8.258278
117.2,-8.386081
117.25,-8.241632
117.3,-7.956338
117.35,-7.592593
117.4,-7.602291
117.45,-7.424999
117.5,-7.491384
117.55,-8.04636
117.6,-8.094512
117.65,-7.84934
117.7,-7.855687
117.75,-7.878918
117.8,-7.957541
117.85,-7.941647
117.9,-8.257143
117.95,-8.438528
118,-8.208217
118.05,-8.068272
118.1,-8.192657
118.15,-8.282774
118.2,-8.37042
118.25,-8.646837
118.3,-9.074896
118.35,-9.389885
118.4,-9.34657
118.45,-9.075191
118.5,-8.679771
118.55,-8.308372
118.6,-8.309108
118.65,-8.49943
118.7,-8.802802
118.75,-9.143545
118.8,-9.121635
118.85,-9.008125
118.9,-8.969117
118.95,-8.940825
119,-8.655292
119.05,-8.020893
119.1,-7.85744
119.15,-8.054388
119.2,-8.301889
119.25,-8.752309
119.3,-9.042541
119.35,-9.04463
119.4,-8.798498
119.45,-8.662648
119.5,-8.82287
119.55,-8.735147
119.6,-8.493958
119.65,-8.177071
119.7,-7.888549
119.75,-7.97534
119.8,-8.259081
119.85,-8.632106
119.9,-8.8622
119.95,-8.964523
120,-9.038354
120.05,-9.072241
120.1,-9.218131
120.15,-9.356281
120.2,-9.345593
120.25,-9.241559
120.3,-9.005536
120.35,-8.831316
120.4,-8.772526
120.45,-8.823592
120.5,-9.004802
120.55,-9.285992
120.6,-9.079682
120.65,-8.567042
120.7,-8.170955
120.75,-8.205829
120.8,-8.377847
120.85,-8.791267
120.9,-9.282517
120.95,-9.490714
121,-9.347376
121.05,-9.164188
121.1,-9.154349
121.15,-9.17889
121.2,-9.138385
121.25,-9.272422
121.3,-9.299069
121.35,-9.361607
121.4,-9.380394
121.45,-9.308284
121.5,-9.284843
121.55,-9.205379
121.6,-9.138063
121.65,-8.97375
121.7,-8.679685
121.75,-8.350633
121.8,-8.286692
121.85,-8.423
121.9,-8.757454
121.95,-9.124909
122,-9.284638
122.05,-9.175489
122.1,-8.998745
122.15,-9.004604
122.2,-9.213059
122.25,-9.382166
122.3,-9.443931
122.35,-9.390312
122.4,-9.221904
122.45,-9.12221
122.5,-9.009824
122.55,-8.87042
122.6,-8.584473
122.65,-8.24351
122.7,-8.138419
122.75,-8.363021
122.8,-8.722326
122.85,-9.140197
122.9,-9.327359
122.95,-9.29284
123,-9.190129
123.05,-9.241472
123.1,-9.32383
123.15,-9.563324
123.2,-9.588032
123.25,-9.626784
123.3,-9.526706
123.35,-9.409883
123.4,-9.44552
123.45,-9.347497
123.5,-9.299849
123.55,-9.356531
123.6,-9.349299
123.65,-9.48053
123.7,-9.435762
123.75,-9.096812
123.8,-8.890763
123.85,-8.685857
123.9,-8.642653
123.95,-8.708293
124,-8.878137
124.05,-8.860115
124.1,-8.839829
124.15,-8.920617
124.2,-9.085258
124.25,-9.091179
124.3,-9.075359
124.35,-9.086762
124.4,-8.958653
124.45,-8.906949
124.5,-9.05907
124.55,-9.191792
124.6,-9.175641
124.65,-9.156306
124.7,-9.175448
124.75,-9.150071
124.8,-9.143686
124.85,-9.19671
124.9,-9.13681
124.95,-8.940996
125,-8.794871
125.05,-8.743473
125.1,-8.736572
125.15,-8.931688
125.2,-9.209478
125.25,-9.258337
125.3,-9.129735
125.35,-8.938343
125.4,-8.929227
125.45,-9.091407
125.5,-9.298852
125.55,-9.517396
125.6,-9.407577
125.65,-9.279882
125.7,-9.240387
125.75,-9.267736
125.8,-9.398137
125.85,-9.414768
125.9,-9.376887
125.95,-9.307295
126,-9.234098
126.05,-9.282187
126.1,-9.249385
126.15,-9.239965
126.2,-9.182989
126.25,-9.187967
126.3,-9.149608
126.35,-9.04278
126.4,-9.024149
126.45,-9.065502
126.5,-9.100083
126.55,-9.125664
126.6,-9.194427
126.65,-9.159801
126.7,-9.053873
126.75,-9.031135
126.8,-8.901416
126.85,-8.782216
126.9,-8.763834
126.95,-8.871131
127,-8.936045
127.05,-8.849048
127.1,-8.928087
127.15,-8.924709
127.2,-8.899207
127.25,-9.041643
127.3,-9.098291
127.35,-8.922213
127.4,-8.783004
127.45,-8.811616
127.5,-8.938056
127.55,-9.027759
127.6,-9.023706
127.65,-8.947913
127.7,-8.898905
127.75,-8.971554
127.8,-9.027803
127.85,-8.999886
127.9,-9.074067
127.95,-9.207061
128,-9.297917
128.05,-9.389185
128.1,-9.39597
128.15,-9.332765
128.2,-9.215911
128.25,-9.196803
128.3,-9.179514
128.35,-9.195949
128.4,-9.194365
128.45,-9.109351
128.5,-9.093821
128.55,-9.142371
128.6,-9.180984
128.65,-9.248618
128.7,-9.372359
128.75,-9.425305
128.8,-9.29016
128.85,-9.254066
128.9,-9.287999
128.95,-9.277728
129,-9.17566
129.05,-9.166903
129.1,-9.04829
129.15,-8.940219
129.2,-8.968989
129.25,-9.006731
129.3,-8.88527
129.35,-8.900225
129.4,-9.005406
129.45,-9.169521
129.5,-9.272278
129.55,-9.2853
129.6,-9.28528
129.65,-9.117635
129.7,-9.106311
129.75,-8.992249
129.8,-8.99988
129.85,-9.019127
129.9,-9.081794
129.95,-9.111451
130,-9.264725
130.05,-9.328014
130.1,-9.329885
130.15,-9.225937
130.2,-9.266556
130.25,-9.32314
130.3,-9.432669
130.35,-9.539931
130.4,-9.657856
130.45,-9.665227
130.5,-9.542888
130.55,-9.458248
130.6,-9.42184
130.65,-9.405141
130.7,-9.413986
130.75,-9.435499
130.8,-9.426437
130.85,-9.450385
130.9,-9.530394
130.95,-9.678149
131,-9.742402
131.05,-9.803828
131.1,-9.773312
131.15,-9.602215
131.2,-9.424542
131.25,-9.32356
131.3,-9.229474
131.35,-9.284137
131.4,-9.346153
131.45,-9.461445
131.5,-9.394957
131.55,-9.330138
131.6,-9.374097
131.65,-9.342571
131.7,-9.420904
131.75,-9.545878
131.8,-9.504891
131.85,-9.521364
131.9,-9.447786
131.95,-9.489303
132,-9.409537
132.05,-9.399009
132.1,-9.417338
132.15,-9.400693
132.2,-9.393271
132.25,-9.448608
132.3,-9.413889
132.35,-9.418164
132.4,-9.420765
132.45,-9.394367
132.5,-9.397194
132.55,-9.456788
132.6,-9.48946
132.65,-9.515133
132.7,-9.458769
132.75,-9.355943
132.8,-9.263934
132.85,-9.180836
132.9,-9.185317
132.95,-9.255883
133,-9.384962
133.05,-9.457952
133.1,-9.438195
133.15,-9.524992
133.2,-9.526257
133.25,-9.434442
133.3,-9.499155
133.35,-9.551611
133.4,-9.508328
133.45,-9.379647
133.5,-9.334302
133.55,-9.399681
133.6,-9.42446
133.65,-9.190946
133.7,-9.119919
133.75,-9.117286
133.8,-9.114672
133.85,-9.129289
133.9,-9.222681
133.95,-9.215871
134,-9.080232
134.05,-9.04504
134.1,-9.201582
134.15,-9.316342
134.2,-9.367227
134.25,-9.345644
134.3,-9.321708
134.35,-9.301457
134.4,-9.291829
134.45,-9.282895
134.5,-9.239128
134.55,-9.211549
134.6,-9.129389
134.65,-9.139299
134.7,-9.230306
134.75,-9.273684
134.8,-9.327693
134.85,-9.283317
134.9,-9.146768
134.95,-9.061148
135,-9.003081
135.05,-9.091173
135.1,-9.155286
135.15,-9.24817
135.2,-9.308277
135.25,-9.347611
135.3,-9.417835
135.35,-9.493813
135.4,-9.499083
135.45,-9.493359
135.5,-9.52918
135.55,-9.512326
135.6,-9.469007
135.65,-9.481299
135.7,-9.384578
135.75,-9.246511
135.8,-9.248555
135.85,-9.261148
135.9,-9.468211
135.95,-9.608316
136,-9.649263
136.05,-9.521715
136.1,-9.393487
136.15,-9.350914
136.2,-9.375483
136.25,-9.424358
136.3,-9.449604
136.35,-9.286745
136.4,-9.096519
136.45,-9.010604
136.5,-8.995251
136.55,-9.010202
136.6,-9.083089
136.65,-9.18681
136.7,-9.22525
136.75,-9.22525
136.8,-9.22525
136.85,-9.22525
136.9,-9.22525
136.95,-9.22525
137,-9.22525
137.05,-9.22525
137.1,-9.22525
137.15,-9.22525
137.2,-9.22525
137.25,-9.22525
137.3,-9.22525
137.35,-9.22525
137.4,-9.22525
137.45,-9.22525
137.5,-9.22525
137.55,-9.22525
137.6,-9.22525
137.65,-9.22525
137.7,-9.22525
137.75,-9.22525
137.8,-9.22525
137.85,-9.22525
137.9,-9.22525
137.95,-9.22525
138,-9.22525
 
Alignment,On
