Data File Name,nextera4_jlc_High Sensitivity DNA Assay_DE24802700_2016-11-10_11-15-46.xad
Data File Path,C:\Users\jlchiniquy\Desktop\20171205_Nextera_library_size_to_loading_concentration_tool\JLChiniquy
Date Created,"Thursday, November 10, 2016 7:15:46 PM"
Date Last Modified,"Thursday, November 16, 2017 8:08:45 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.08.SI648
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.0
 
Number of Samples Run,10
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
48.3,-0.9050093
48.35,-0.8962013
48.4,-0.9472131
48.45,-0.9214816
48.5,-0.9419272
48.55,-0.8644338
48.6,-0.8002557
48.65,-0.7788302
48.7,-0.7641972
48.75,-0.7356068
48.8,-0.7615139
48.85,-0.8038874
48.9,-0.8225554
48.95,-0.8358031
49,-0.8444434
49.05,-0.8821287
49.1,-0.9212826
49.15,-0.9502554
49.2,-0.9966505
49.25,-1.05063
49.3,-0.9724528
49.35,-0.8736364
49.4,-0.8729929
49.45,-0.8680466
49.5,-0.8594789
49.55,-0.8750627
49.6,-0.9031293
49.65,-0.9174407
49.7,-0.9148737
49.75,-0.9459567
49.8,-1.030327
49.85,-1.096499
49.9,-1.124696
49.95,-1.176182
50,-1.186154
50.05,-1.192594
50.1,-1.094537
50.15,-0.7511313
50.2,5.492227E-02
50.25,2.179121
50.3,7.02372
50.35,16.27809
50.4,30.80357
50.45,50.41444
50.5,73.42225
50.55,96.47045
50.6,115.3371
50.65,125.9416
50.7,125.6753
50.75,114.6463
50.8,95.59401
50.85,72.72356
50.9,50.62089
50.95,32.58273
51,20.06629
51.05,12.51178
51.1,8.180532
51.15,5.919937
51.2,4.700008
51.25,3.751406
51.3,3.080024
51.35,2.454726
51.4,1.973686
51.45,1.56707
51.5,1.209028
51.55,1.012757
51.6,0.9760142
51.65,0.9658953
51.7,0.9335403
51.75,0.8939552
51.8,0.818212
51.85,0.8032893
51.9,0.7111909
51.95,0.6674753
52,0.646078
52.05,0.5981899
52.1,0.4913133
52.15,0.3845516
52.2,0.2528256
52.25,9.433958E-02
52.3,-6.253784E-02
52.35,-0.2005865
52.4,-0.3208154
52.45,-0.4175847
52.5,-0.4871595
52.55,-0.5580807
52.6,-0.6081047
52.65,-0.5300118
52.7,-0.3572611
52.75,-0.1638911
52.8,7.601214E-02
52.85,0.2507665
52.9,0.4485454
52.95,0.5173339
53,0.5610155
53.05,0.5286506
53.1,0.3613915
53.15,0.1352502
53.2,-0.0550549
53.25,-0.229618
53.3,-0.3544347
53.35,-0.4795959
53.4,-0.6337677
53.45,-0.7894485
53.5,-0.9668472
53.55,-1.086759
53.6,-1.113738
53.65,-1.06616
53.7,-0.9725609
53.75,-0.7996513
53.8,-0.6372015
53.85,-0.4599938
53.9,-0.2304616
53.95,-5.165844E-02
54,7.237366E-02
54.05,9.714533E-02
54.1,-9.201745E-03
54.15,-0.1472492
54.2,-0.3222758
54.25,-0.5453628
54.3,-0.7240458
54.35,-0.8504857
54.4,-0.9938015
54.45,-1.110085
54.5,-1.204832
54.55,-1.189999
54.6,-1.214951
54.65,-1.278263
54.7,-1.286981
54.75,-1.171162
54.8,-0.7930669
54.85,0.305643
54.9,3.428571
54.95,10.32444
55,22.83581
55.05,41.92941
55.1,66.7757
55.15,95.26321
55.2,123.5011
55.25,146.3251
55.3,159.1475
55.35,158.9185
55.4,145.7148
55.45,122.1388
55.5,93.38021
55.55,65.2952
55.6,42.83501
55.65,27.16866
55.7,17.7197
55.75,12.25317
55.8,9.256091
55.85,7.268007
55.9,5.909855
55.95,4.901456
56,4.07591
56.05,3.419593
56.1,2.880183
56.15,2.392298
56.2,1.985152
56.25,1.725552
56.3,1.565576
56.35,1.457971
56.4,1.297139
56.45,1.157
56.5,0.8744594
56.55,0.632683
56.6,0.4681953
56.65,0.3154086
56.7,0.2365162
56.75,0.2208879
56.8,0.2016471
56.85,0.157568
56.9,4.336683E-02
56.95,-0.1181841
57,-0.2628174
57.05,-0.3686749
57.1,-0.419165
57.15,-0.4369498
57.2,-0.4943401
57.25,-0.6127841
57.3,-0.7429044
57.35,-0.8786454
57.4,-0.8713111
57.45,-0.7967333
57.5,-0.709868
57.55,-0.6622891
57.6,-0.6679908
57.65,-0.7518014
57.7,-0.8746298
57.75,-0.9805549
57.8,-1.055178
57.85,-1.150682
57.9,-1.270962
57.95,-1.360189
58,-1.432532
58.05,-1.517429
58.1,-1.572926
58.15,-1.595097
58.2,-1.591518
58.25,-1.581756
58.3,-1.591785
58.35,-1.58615
58.4,-1.57641
58.45,-1.573782
58.5,-1.589541
58.55,-1.614673
58.6,-1.655807
58.65,-1.658308
58.7,-1.681609
58.75,-1.721938
58.8,-1.719944
58.85,-1.710143
58.9,-1.71688
58.95,-1.705803
59,-1.637819
59.05,-1.656465
59.1,-1.733512
59.15,-1.785453
59.2,-1.740194
59.25,-1.718208
59.3,-1.691697
59.35,-1.458447
59.4,-0.5681887
59.45,1.978942
59.5,7.595604
59.55,18.07797
59.6,34.80423
59.65,57.77103
59.7,85.31211
59.75,114.0427
59.8,139.2849
59.85,156.5249
59.9,162.5136
59.95,155.9961
60,138.5963
60.05,114.009
60.1,87.4423
60.15,63.27325
60.2,43.94736
60.25,30.35943
60.3,21.77176
60.35,16.52157
60.4,13.24912
60.45,11.074
60.5,9.634815
60.55,8.541693
60.6,7.54635
60.65,6.752374
60.7,6.088596
60.75,5.408632
60.8,4.698657
60.85,4.097151
60.9,3.595709
60.95,3.308811
61,2.853332
61.05,2.576242
61.1,2.328186
61.15,2.167806
61.2,2.057303
61.25,1.963861
61.3,1.850302
61.35,1.761253
61.4,1.649519
61.45,1.475756
61.5,1.283403
61.55,1.092429
61.6,0.8737022
61.65,0.6061646
61.7,0.3798985
61.75,0.144333
61.8,-2.488321E-02
61.85,-0.191769
61.9,-0.3264944
61.95,-0.4050814
62,-0.5566869
62.05,-0.6605521
62.1,-0.7843503
62.15,-0.8940825
62.2,-0.9727272
62.25,-1.017248
62.3,-1.052642
62.35,-1.117512
62.4,-1.228328
62.45,-1.361175
62.5,-1.446743
62.55,-1.444359
62.6,-1.442163
62.65,-1.453594
62.7,-1.475279
62.75,-1.586653
62.8,-1.696847
62.85,-1.787383
62.9,-1.805915
62.95,-1.760453
63,-1.789989
63.05,-1.815569
63.1,-1.830162
63.15,-1.860886
63.2,-1.875067
63.25,-1.886319
63.3,-1.889796
63.35,-1.868519
63.4,-1.907288
63.45,-1.959533
63.5,-1.945297
63.55,-1.900046
63.6,-1.825018
63.65,-1.728917
63.7,-1.630678
63.75,-1.63053
63.8,-1.724404
63.85,-1.804155
63.9,-1.848488
63.95,-1.875526
64,-1.861031
64.05,-1.808812
64.1,-1.74345
64.15,-1.715779
64.2,-1.716346
64.25,-1.687784
64.3,-1.662125
64.35,-1.660224
64.4,-1.668851
64.45,-1.63195
64.5,-1.636631
64.55,-1.741089
64.6,-1.832756
64.65,-1.85934
64.7,-1.910591
64.75,-1.896087
64.8,-1.850988
64.85,-1.867571
64.9,-1.917274
64.95,-1.987695
65,-2.080182
65.05,-2.117822
65.1,-2.110485
65.15,-2.145647
65.2,-2.161351
65.25,-2.155741
65.3,-2.187842
65.35,-2.157803
65.4,-2.224477
65.45,-2.199047
65.5,-2.147773
65.55,-2.208366
65.6,-2.256897
65.65,-2.256673
65.7,-2.317368
65.75,-2.337608
65.8,-2.351195
65.85,-2.332912
65.9,-2.356184
65.95,-2.456527
66,-2.541046
66.05,-2.577069
66.1,-2.580527
66.15,-2.55702
66.2,-2.472495
66.25,-2.451105
66.3,-2.490039
66.35,-2.504462
66.4,-2.527023
66.45,-2.560962
66.5,-2.558012
66.55,-2.542445
66.6,-2.543815
66.65,-2.516931
66.7,-2.525327
66.75,-2.524085
66.8,-2.551821
66.85,-2.580865
66.9,-2.542591
66.95,-2.517013
67,-2.519057
67.05,-2.530215
67.1,-2.52248
67.15,-2.613068
67.2,-2.582679
67.25,-2.565231
67.3,-2.516391
67.35,-2.556948
67.4,-2.602466
67.45,-2.661342
67.5,-2.669977
67.55,-2.665357
67.6,-2.594408
67.65,-2.511122
67.7,-2.479042
67.75,-2.489059
67.8,-2.546343
67.85,-2.638023
67.9,-2.688642
67.95,-2.694563
68,-2.676099
68.05,-2.58854
68.1,-2.452917
68.15,-2.484734
68.2,-2.457641
68.25,-2.361884
68.3,-1.849352
68.35,3.300698E-02
68.4,4.181002
68.45,11.99522
68.5,25.28599
68.55,44.51336
68.6,69.61518
68.65,98.8808
68.7,128.6554
68.75,155.1339
68.8,174.9973
68.85,186.4298
68.9,187.724
68.95,178.6532
69,160.2691
69.05,135.7759
69.1,108.2483
69.15,82.26744
69.2,60.43024
69.25,44.48701
69.3,33.28566
69.35,25.73234
69.4,20.75701
69.45,17.31173
69.5,14.7695
69.55,12.7881
69.6,11.11293
69.65,9.775488
69.7,8.872682
69.75,8.070946
69.8,7.382316
69.85,6.743077
69.9,5.953407
69.95,5.304591
70,4.665754
70.05,4.188161
70.1,3.985593
70.15,3.806597
70.2,3.666327
70.25,3.537295
70.3,3.398892
70.35,3.273836
70.4,3.050995
70.45,2.783791
70.5,2.634776
70.55,2.50047
70.6,2.30829
70.65,2.15617
70.7,2.009507
70.75,1.790442
70.8,1.473737
70.85,1.249103
70.9,1.065202
70.95,0.8662143
71,0.5650543
71.05,0.2418624
71.1,-1.659513E-02
71.15,-0.3043114
71.2,-0.6041913
71.25,-0.8508854
71.3,-1.064229
71.35,-1.21227
71.4,-1.329434
71.45,-1.487473
71.5,-1.52084
71.55,-1.547444
71.6,-1.617
71.65,-1.68033
71.7,-1.751266
71.75,-1.778584
71.8,-1.907784
71.85,-2.040515
71.9,-2.108194
71.95,-2.125476
72,-2.125252
72.05,-2.085993
72.1,-2.136369
72.15,-2.245316
72.2,-2.364015
72.25,-2.459975
72.3,-2.500262
72.35,-2.519422
72.4,-2.480218
72.45,-2.404641
72.5,-2.344167
72.55,-2.399493
72.6,-2.415473
72.65,-2.353639
72.7,-2.297365
72.75,-2.347404
72.8,-2.449769
72.85,-2.57899
72.9,-2.69431
72.95,-2.802526
73,-2.822789
73.05,-2.746378
73.1,-2.664248
73.15,-2.612943
73.2,-2.588522
73.25,-2.626423
73.3,-2.716325
73.35,-2.820274
73.4,-2.940239
73.45,-2.958659
73.5,-2.941103
73.55,-2.78974
73.6,-2.66441
73.65,-2.6968
73.7,-2.752712
73.75,-2.839567
73.8,-2.839965
73.85,-2.801668
73.9,-2.746425
73.95,-2.683943
74,-2.714866
74.05,-2.848125
74.1,-2.990397
74.15,-3.088863
74.2,-3.069562
74.25,-3.024636
74.3,-3.042665
74.35,-2.990268
74.4,-3.004398
74.45,-3.082204
74.5,-3.164111
74.55,-3.184105
74.6,-3.11347
74.65,-3.155273
74.7,-3.179772
74.75,-3.123392
74.8,-3.11229
74.85,-3.167456
74.9,-3.191552
74.95,-3.150171
75,-3.085164
75.05,-3.082324
75.1,-3.186129
75.15,-3.202825
75.2,-3.266558
75.25,-3.299068
75.3,-3.316959
75.35,-3.238969
75.4,-3.233133
75.45,-3.146983
75.5,-3.182577
75.55,-3.129322
75.6,-3.10422
75.65,-3.09664
75.7,-3.109356
75.75,-3.089446
75.8,-3.037731
75.85,-3.00253
75.9,-2.993711
75.95,-2.993307
76,-2.964432
76.05,-3.039928
76.1,-3.139727
76.15,-3.223015
76.2,-3.254956
76.25,-3.282015
76.3,-3.200991
76.35,-2.905372
76.4,-2.387323
76.45,-1.225148
76.5,1.641069
76.55,6.805012
76.6,15.43113
76.65,28.45351
76.7,46.08152
76.75,68.05145
76.8,93.68576
76.85,121.3299
76.9,148.3006
76.95,172.412
77,190.0099
77.05,199.9574
77.1,200.3321
77.15,191.5102
77.2,175.1572
77.25,153.0009
77.3,127.9658
77.35,103.6316
77.4,81.89721
77.45,64.04565
77.5,50.22052
77.55,39.97907
77.6,32.48559
77.65,26.75951
77.7,22.43548
77.75,19.43201
77.8,17.0499
77.85,14.9184
77.9,12.96279
77.95,11.70275
78,10.66122
78.05,9.743849
78.1,8.796823
78.15,7.967256
78.2,7.037299
78.25,6.25752
78.3,5.880601
78.35,5.66805
78.4,5.548225
78.45,5.345427
78.5,4.88923
78.55,4.394108
78.6,4.040925
78.65,3.745798
78.7,3.644398
78.75,3.575482
78.8,3.484218
78.85,3.4134
78.9,3.256056
78.95,3.147985
79,2.914387
79.05,2.517837
79.1,2.072571
79.15,1.54739
79.2,1.086032
79.25,0.6606767
79.3,0.3973683
79.35,0.1614725
79.4,-0.1399747
79.45,-0.3384938
79.5,-0.4601991
79.55,-0.6364342
79.6,-0.7659242
79.65,-1.03148
79.7,-1.215784
79.75,-1.310218
79.8,-1.603161
79.85,-1.716087
79.9,-1.764285
79.95,-1.899401
80,-1.998804
80.05,-2.176056
80.1,-2.266737
80.15,-2.357172
80.2,-2.489018
80.25,-2.591182
80.3,-2.624181
80.35,-2.628661
80.4,-2.641153
80.45,-2.669343
80.5,-2.759571
80.55,-2.823271
80.6,-2.873147
80.65,-2.993296
80.7,-3.018492
80.75,-2.927913
80.8,-2.90489
80.85,-2.840767
80.9,-2.851587
80.95,-2.877551
81,-2.926528
81.05,-3.041238
81.1,-3.09357
81.15,-3.080977
81.2,-3.060308
81.25,-3.055206
81.3,-3.101426
81.35,-3.145415
81.4,-3.161118
81.45,-3.225467
81.5,-3.23658
81.55,-3.181948
81.6,-3.157642
81.65,-3.133175
81.7,-3.089147
81.75,-3.018392
81.8,-2.984519
81.85,-2.925256
81.9,-2.807122
81.95,-2.730476
82,-2.623993
82.05,-2.410504
82.1,-2.000605
82.15,-1.146354
82.2,0.6467527
82.25,4.213372
82.3,10.53189
82.35,20.25747
82.4,33.2732
82.45,50.17863
82.5,70.79895
82.55,93.58083
82.6,116.3779
82.65,137.7007
82.7,157.247
82.75,172.464
82.8,181.4728
82.85,184.8426
82.9,181.0351
82.95,170.382
83,154.8595
83.05,136.3112
83.1,117.2417
83.15,99.19144
83.2,82.57876
83.25,68.70048
83.3,57.59263
83.35,48.23646
83.4,42.0034
83.45,36.66132
83.5,33.177
83.55,30.65778
83.6,28.47094
83.65,26.45258
83.7,24.55917
83.75,22.68175
83.8,20.81056
83.85,19.27152
83.9,18.19055
83.95,17.30741
84,16.43328
84.05,15.59654
84.1,14.89171
84.15,14.13277
84.2,13.20404
84.25,11.95911
84.3,10.97006
84.35,9.837885
84.4,8.959427
84.45,8.300204
84.5,7.789455
84.55,7.217991
84.6,6.743088
84.65,6.226959
84.7,5.741324
84.75,5.190187
84.8,4.494437
84.85,3.854506
84.9,3.336884
84.95,2.865937
85,2.473053
85.05,2.055943
85.1,1.433968
85.15,0.7808622
85.2,0.3618768
85.25,0.1580082
85.3,3.490175E-02
85.35,-0.1442968
85.4,-0.3972076
85.45,-0.6205115
85.5,-0.8416216
85.55,-1.071451
85.6,-1.223821
85.65,-1.320438
85.7,-1.486881
85.75,-1.703744
85.8,-1.852298
85.85,-1.943521
85.9,-2.005517
85.95,-2.10455
86,-2.156308
86.05,-2.099664
86.1,-2.049237
86.15,-2.143517
86.2,-2.193603
86.25,-2.1875
86.3,-2.206517
86.35,-2.248488
86.4,-2.19909
86.45,-2.141217
86.5,-2.053656
86.55,-1.627372
86.6,-0.4847126
86.65,1.960956
86.7,6.471353
86.75,13.62768
86.8,24.23704
86.85,38.80965
86.9,57.519
86.95,79.14072
87,102.9915
87.05,128.6802
87.1,153.6262
87.15,176.2081
87.2,194.6782
87.25,208.5595
87.3,216.1591
87.35,216.9798
87.4,211.2614
87.45,199.9647
87.5,184.1608
87.55,165.1087
87.6,144.776
87.65,124.8547
87.7,106.6965
87.75,90.66305
87.8,77.42242
87.85,65.57317
87.9,56.96476
87.95,50.07998
88,44.61171
88.05,40.80906
88.1,37.61748
88.15,35.14668
88.2,33.08357
88.25,31.13491
88.3,29.56117
88.35,28.07092
88.4,26.26804
88.45,24.42558
88.5,22.66619
88.55,20.804
88.6,19.09709
88.65,17.39569
88.7,15.87075
88.75,14.65956
88.8,13.31357
88.85,12.30787
88.9,11.31826
88.95,10.10746
89,8.717723
89.05,7.556758
89.1,6.583688
89.15,5.753611
89.2,5.019273
89.25,4.431455
89.3,3.864667
89.35,3.244774
89.4,2.747854
89.45,2.279799
89.5,1.949352
89.55,1.534148
89.6,1.600685
89.65,2.153164
89.7,2.967753
89.75,4.623391
89.8,7.94569
89.85,12.9151
89.9,21.23179
89.95,32.61329
90,47.14961
90.05,65.06531
90.1,85.30791
90.15,107.2541
90.2,130.2711
90.25,152.8953
90.3,173.524
90.35,190.1005
90.4,201.3126
90.45,206.8969
90.5,207.1019
90.55,200.7081
90.6,189.6105
90.65,176.1526
90.7,160.3393
90.75,143.2781
90.8,126.3274
90.85,110.1828
90.9,96.03824
90.95,84.13625
91,74.49063
91.05,67.06897
91.1,60.99214
91.15,55.63748
91.2,51.10659
91.25,46.92134
91.3,43.67743
91.35,40.58941
91.4,37.50619
91.45,34.50086
91.5,32.21727
91.55,30.30266
91.6,28.57802
91.65,26.26159
91.7,23.97157
91.75,22.02552
91.8,20.33808
91.85,18.61343
91.9,16.81365
91.95,15.00832
92,13.35652
92.05,11.89497
92.1,10.5111
92.15,9.55011
92.2,8.98515
92.25,8.151726
92.3,7.479429
92.35,6.766733
92.4,5.909009
92.45,5.13708
92.5,4.341242
92.55,3.666168
92.6,3.265421
92.65,2.743567
92.7,2.17482
92.75,1.737678
92.8,1.449464
92.85,1.336325
92.9,1.319177
92.95,1.145304
93,0.7521097
93.05,0.3176854
93.1,-0.1129187
93.15,-0.275554
93.2,-0.2864465
93.25,-0.4244613
93.3,-0.5214556
93.35,-0.6231372
93.4,-0.5892407
93.45,-0.5315555
93.5,-0.5257939
93.55,-0.5701355
93.6,-0.62511
93.65,-0.5104955
93.7,3.365375E-03
93.75,0.9958878
93.8,2.593129
93.85,5.092873
93.9,8.762219
93.95,13.8769
94,21.19991
94.05,32.41514
94.1,46.01635
94.15,62.7394
94.2,81.14765
94.25,100.6655
94.3,119.6268
94.35,137.7823
94.4,154.4385
94.45,170.725
94.5,185.1991
94.55,196.6389
94.6,203.7524
94.65,206.454
94.7,205.185
94.75,199.5814
94.8,190.5124
94.85,179.8539
94.9,167.3332
94.95,153.4622
95,139.9305
95.05,128.81
95.1,119.3674
95.15,109.8911
95.2,100.4589
95.25,91.82665
95.3,83.13374
95.35,75.30797
95.4,68.18272
95.45,61.51918
95.5,55.22644
95.55,49.5412
95.6,44.61172
95.65,40.12561
95.7,35.86034
95.75,31.59809
95.8,27.15623
95.85,22.91145
95.9,19.57093
95.95,17.9206
96,16.85269
96.05,16.01439
96.1,15.00859
96.15,13.72871
96.2,11.99372
96.25,10.27591
96.3,8.957603
96.35,8.177181
96.4,7.536426
96.45,6.867915
96.5,6.106804
96.55,5.200717
96.6,4.489225
96.65,3.794297
96.7,3.162946
96.75,2.631417
96.8,2.184634
96.85,1.96264
96.9,1.930297
96.95,1.850322
97,1.771082
97.05,1.279247
97.1,0.66051
97.15,0.3435561
97.2,0.3403824
97.25,0.4424442
97.3,0.4051397
97.35,0.2084245
97.4,-7.367921E-02
97.45,-0.3319323
97.5,-0.3403782
97.55,-0.1939875
97.6,-6.926122E-02
97.65,-5.598223E-02
97.7,-0.1895563
97.75,-0.3794092
97.8,-0.472078
97.85,-0.5728378
97.9,-0.4980602
97.95,-0.4291128
98,-0.4654599
98.05,-0.5498514
98.1,-0.5658301
98.15,-0.6248605
98.2,-0.7183501
98.25,-0.8031815
98.3,-0.7745472
98.35,-0.5205262
98.4,-0.2690067
98.45,-0.190617
98.5,-0.2115712
98.55,-0.1825083
98.6,-0.4931418
98.65,-0.7488491
98.7,-1.06149
98.75,-1.027663
98.8,-0.9372509
98.85,-0.9096277
98.9,-0.9069725
98.95,-0.8485856
99,-0.8313642
99.05,-0.9265032
99.1,-0.9827159
99.15,-0.8896146
99.2,-0.7099268
99.25,-0.5561429
99.3,-0.5167223
99.35,-0.4946164
99.4,-0.2925482
99.45,-0.1076355
99.5,-0.1978243
99.55,-0.3151513
