Data File Name,NK_20170705_High Sensitivity DNA Assay_DE24802700_2017-07-05_15-31-53.xad
57,-1.805254
57.05,-1.76327
57.1,-1.742822
57.15,-1.77048
57.2,-1.83873
57.25,-1.936835
57.3,-2.031168
57.35,-2.038228
57.4,-1.92901
57.45,-1.77216
57.5,-1.749633
57.55,-1.83698
57.6,-1.950257
57.65,-2.065659
57.7,-2.215052
57.75,-2.241035
57.8,-2.250565
57.85,-2.278863
57.9,-2.362505
57.95,-2.308372
58,-2.224365
58.05,-2.158612
58.1,-2.173246
58.15,-2.214358
58.2,-2.288775
58.25,-2.315753
58.3,-2.280753
58.35,-2.192093
58.4,-2.072813
58.45,-2.037409
58.5,-1.988544
58.55,-1.613833
58.6,-0.3328338
58.65,2.941111
58.7,9.667127
58.75,21.17608
58.8,37.98529
58.85,59.56715
58.9,83.66489
58.95,107.3334
59,125.8085
59.05,135.1961
59.1,134.1016
59.15,123.1507
59.2,104.8415
59.25,83.94921
59.3,63.701
59.35,46.64837
59.4,33.23557
59.45,23.41529
59.5,16.66091
59.55,11.9789
59.6,8.754394
59.65,6.540664
59.7,4.932602
59.75,3.748888
59.8,2.903017
59.85,2.211916
59.9,1.574202
59.95,0.9884941
60,0.4762367
60.05,9.994569E-02
60.1,-0.1967476
60.15,-0.479785
60.2,-0.7637753
60.25,-0.9971413
60.3,-1.151987
60.35,-1.261177
60.4,-1.398599
60.45,-1.473823
60.5,-1.53447
60.55,-1.634593
60.6,-1.659138
60.65,-1.688106
60.7,-1.706937
60.75,-1.73747
60.8,-1.773335
60.85,-1.756765
60.9,-1.755263
60.95,-1.756538
61,-1.763726
61.05,-1.792974
61.1,-1.849274
61.15,-1.898335
61.2,-1.943373
61.25,-1.990528
61.3,-2.019845
61.35,-2.011291
61.4,-1.988779
61.45,-2.016783
61.5,-2.002087
61.55,-1.980037
61.6,-1.982978
61.65,-2.005684
61.7,-2.045397
61.75,-2.083915
61.8,-2.170968
61.85,-2.222279
61.9,-2.162835
61.95,-2.060472
62,-2.027149
62.05,-2.029558
62.1,-2.082445
62.15,-2.160687
62.2,-2.278714
62.25,-2.374107
62.3,-2.38901
62.35,-2.391966
62.4,-2.446132
62.45,-2.520357
62.5,-2.584608
62.55,-2.648128
62.6,-2.676519
62.65,-2.663594
62.7,-2.646948
62.75,-2.620464
62.8,-2.614806
62.85,-2.622834
62.9,-2.635182
62.95,-2.629495
63,-2.584873
63.05,-2.575343
63.1,-2.624701
63.15,-2.593246
63.2,-2.560043
63.25,-2.557829
63.3,-2.604472
63.35,-2.658423
63.4,-2.706051
63.45,-2.781895
63.5,-2.823434
63.55,-2.798198
63.6,-2.741835
63.65,-2.680053
63.7,-2.672007
63.75,-2.635546
63.8,-2.587798
63.85,-2.596165
63.9,-2.626155
63.95,-2.610431
64,-2.571857
64.05,-2.548897
64.1,-2.511263
64.15,-2.469258
64.2,-2.420383
64.25,-2.434292
64.3,-2.463633
64.35,-2.476148
64.4,-2.517168
64.45,-2.588457
64.5,-2.617601
64.55,-2.676935
64.6,-2.682964
64.65,-2.663929
64.7,-2.628833
64.75,-2.617788
64.8,-2.651495
64.85,-2.647586
64.9,-2.639589
64.95,-2.590664
65,-2.516767
65.05,-2.478049
65.1,-2.510647
65.15,-2.575635
65.2,-2.618956
65.25,-2.601566
65.3,-2.579284
65.35,-2.586335
65.4,-2.59167
65.45,-2.637481
65.5,-2.689075
65.55,-2.728936
65.6,-2.720218
65.65,-2.686548
65.7,-2.646919
65.75,-2.698032
65.8,-2.766829
65.85,-2.818201
65.9,-2.827134
65.95,-2.829882
66,-2.832696
66.05,-2.787894
66.1,-2.785085
66.15,-2.779222
66.2,-2.778506
66.25,-2.750594
66.3,-2.82934
66.35,-2.965396
66.4,-3.022287
66.45,-3.025607
66.5,-2.998794
66.55,-2.94994
66.6,-2.889271
66.65,-2.812987
66.7,-2.756437
66.75,-2.72776
66.8,-2.678135
66.85,-2.658871
66.9,-2.730142
66.95,-2.791399
67,-2.879358
67.05,-2.864952
67.1,-2.781493
67.15,-2.647756
67.2,-2.232887
67.25,-1.178944
67.3,1.451162
67.35,6.658422
67.4,16.01826
67.45,30.86415
67.5,50.301
67.55,73.38394
67.6,97.73812
67.65,120.5807
67.7,138.1865
67.75,148.478
67.8,150.673
67.85,144.8153
67.9,131.8654
67.95,114.0526
68,94.02574
68.05,74.22901
68.1,56.61164
68.15,42.13248
68.2,31.24758
68.25,23.1795
68.3,17.28484
68.35,12.83884
68.4,9.522582
68.45,7.116166
68.5,5.473573
68.55,4.173481
68.6,2.981098
68.65,2.164661
68.7,1.453234
68.75,0.8467052
68.8,0.4113741
68.85,6.436615E-02
68.9,-0.2328086
68.95,-0.4866753
69,-0.6720832
69.05,-0.7490607
69.1,-0.8396633
69.15,-0.9551527
69.2,-1.092403
69.25,-1.213631
69.3,-1.342515
69.35,-1.471262
69.4,-1.53456
69.45,-1.563637
69.5,-1.560624
69.55,-1.590782
69.6,-1.659295
69.65,-1.685518
69.7,-1.714591
69.75,-1.796095
69.8,-1.713905
69.85,-1.668899
69.9,-1.626838
69.95,-1.581918
70,-1.615478
70.05,-1.561232
70.1,-1.616627
70.15,-1.725495
70.2,-1.819288
70.25,-1.970274
70.3,-2.114017
70.35,-2.208487
70.4,-2.289076
70.45,-2.342147
70.5,-2.330297
70.55,-2.301696
70.6,-2.299355
70.65,-2.29216
70.7,-2.315687
70.75,-2.421108
70.8,-2.515761
70.85,-2.55947
70.9,-2.597301
70.95,-2.552101
71,-2.566962
71.05,-2.582678
71.1,-2.65397
71.15,-2.779173
71.2,-2.849362
71.25,-2.847155
71.3,-2.834944
71.35,-2.780242
71.4,-2.822007
71.45,-2.922446
71.5,-2.972722
71.55,-3.000287
71.6,-3.072273
71.65,-3.048504
71.7,-3.025687
71.75,-3.024127
71.8,-3.063267
71.85,-3.084263
71.9,-3.044416
71.95,-3.025885
72,-3.070047
72.05,-3.101366
72.1,-3.133871
72.15,-3.191562
72.2,-3.183178
72.25,-3.149049
72.3,-3.049564
72.35,-3.019248
72.4,-2.992759
72.45,-2.965731
72.5,-2.925275
72.55,-2.925148
72.6,-3.022631
72.65,-3.075374
72.7,-3.165566
72.75,-3.235764
72.8,-3.225393
72.85,-3.217521
72.9,-3.148438
72.95,-3.113166
73,-3.124095
73.05,-3.096127
73.1,-3.111468
73.15,-3.118377
73.2,-3.137119
73.25,-3.173632
73.3,-3.155748
73.35,-3.154914
73.4,-3.22214
73.45,-3.246425
73.5,-3.238158
73.55,-3.283241
73.6,-3.32228
73.65,-3.328237
73.7,-3.308282
73.75,-3.2396
73.8,-3.24652
73.85,-3.160238
73.9,-3.140455
73.95,-3.15014
74,-3.240758
74.05,-3.326898
74.1,-3.347411
74.15,-3.374128
74.2,-3.447483
74.25,-3.41783
74.3,-3.419914
74.35,-3.407524
74.4,-3.387707
74.45,-3.313297
74.5,-3.225549
74.55,-3.248097
74.6,-3.299852
74.65,-3.311791
74.7,-3.341705
74.75,-3.376277
74.8,-3.342915
74.85,-3.275092
74.9,-3.257348
74.95,-3.244248
75,-3.252168
75.05,-3.251695
75.1,-3.283831
75.15,-3.268332
75.2,-3.193177
75.25,-2.929524
75.3,-2.349184
75.35,-1.036741
75.4,1.483943
75.45,5.857349
75.5,13.31164
75.55,24.69957
75.6,40.14778
75.65,59.20677
75.7,80.88004
75.75,103.4151
75.8,124.4196
75.85,141.427
75.9,153.3783
75.95,158.9082
76,157.3449
76.05,149.3115
76.1,135.9732
76.15,118.9773
76.2,100.2172
76.25,81.77821
76.3,65.14827
76.35,51.20844
76.4,39.71207
76.45,30.78241
76.5,23.74212
76.55,18.33386
76.6,14.35909
76.65,11.30846
76.7,8.910296
76.75,7.262167
76.8,5.922275
76.85,4.648749
76.9,3.652626
76.95,2.847922
77,2.135623
77.05,1.426988
77.1,0.9246288
77.15,0.5722808
77.2,0.2524876
77.25,3.189349E-02
77.3,-7.128219E-02
77.35,-0.1567129
77.4,-0.2901544
77.45,-0.457335
77.5,-0.6677423
77.55,-0.9228244
77.6,-1.120034
77.65,-1.242669
77.7,-1.304679
77.75,-1.333866
77.8,-1.355631
77.85,-1.313633
77.9,-1.300337
77.95,-1.394282
78,-1.530273
78.05,-1.631132
78.1,-1.678344
78.15,-1.659112
78.2,-1.603733
78.25,-1.59277
78.3,-1.667305
78.35,-1.743262
78.4,-1.793788
78.45,-1.782737
78.5,-1.755849
78.55,-1.764306
78.6,-1.842523
78.65,-1.950112
78.7,-2.031878
78.75,-2.071774
78.8,-2.090445
78.85,-2.107354
78.9,-2.114354
78.95,-2.142994
79,-2.194025
79.05,-2.226801
79.1,-2.258181
79.15,-2.309414
79.2,-2.338312
79.25,-2.370171
79.3,-2.467667
79.35,-2.52237
79.4,-2.58399
79.45,-2.632786
79.5,-2.708866
79.55,-2.786987
79.6,-2.890067
79.65,-3.038817
79.7,-3.13658
79.75,-3.169819
79.8,-3.165721
79.85,-3.129043
79.9,-3.099544
79.95,-3.054103
80,-3.055866
80.05,-3.109197
80.1,-3.153035
80.15,-3.17487
80.2,-3.13916
80.25,-3.058603
80.3,-2.993437
80.35,-2.958431
80.4,-2.961087
80.45,-3.048942
80.5,-3.114395
80.55,-3.101997
80.6,-3.019699
80.65,-2.936045
80.7,-2.923733
80.75,-3.018296
80.8,-3.145647
80.85,-3.284064
80.9,-3.321725
80.95,-3.30808
81,-3.297246
81.05,-3.199284
81.1,-2.909778
81.15,-2.305171
81.2,-1.04759
81.25,1.511539
81.3,5.827013
81.35,12.38149
81.4,21.66446
81.45,34.20414
81.5,49.97028
81.55,68.06374
81.6,87.47705
81.65,106.8684
81.7,124.8312
81.75,140.0059
81.8,151.0692
81.85,156.7379
81.9,156.3377
81.95,149.875
82,140.2342
82.05,127.0544
82.1,112.3448
82.15,97.31238
82.2,82.52747
82.25,68.71434
82.3,56.4147
82.35,46.15335
82.4,37.95429
82.45,30.97101
82.5,25.63869
82.55,21.59071
82.6,18.37457
82.65,15.73484
82.7,13.44881
82.75,11.37215
82.8,9.556498
82.85,8.264399
82.9,7.483497
82.95,6.834535
83,6.182697
83.05,5.531044
83.1,4.869555
83.15,4.283145
83.2,3.736363
83.25,3.372595
83.3,3.075789
83.35,2.850561
83.4,2.591342
83.45,2.235098
83.5,2.034251
83.55,1.752075
83.6,1.618259
83.65,1.658861
83.7,1.768811
83.75,1.726782
83.8,1.470648
83.85,1.233228
83.9,1.046552
83.95,0.8702893
84,0.7672441
84.05,0.7692031
84.1,0.7813513
84.15,0.7205689
84.2,0.6144726
84.25,0.5220279
84.3,0.4173659
84.35,0.2331008
84.4,6.954727E-02
84.45,-1.538123E-02
84.5,-9.533706E-02
84.55,-0.2182583
84.6,-0.4145664
84.65,-0.6251488
84.7,-0.8061281
84.75,-1.003172
84.8,-1.078995
84.85,-1.104836
84.9,-1.173184
84.95,-1.231917
85,-1.379015
85.05,-1.471362
85.1,-1.553969
85.15,-1.571103
85.2,-1.532898
85.25,-1.54192
85.3,-1.634623
85.35,-1.761404
85.4,-1.889543
85.45,-1.953514
85.5,-1.905906
85.55,-1.718469
85.6,-1.400727
85.65,-0.9746443
85.7,-0.1902537
85.75,1.239161
85.8,3.842431
85.85,8.166566
85.9,14.7952
85.95,24.25398
86,37.30532
86.05,53.8006
86.1,72.84607
86.15,93.4363
86.2,114.7242
86.25,134.8481
86.3,153.422
86.35,168.268
86.4,177.4062
86.45,180.0527
86.5,176.6447
86.55,168.2965
86.6,156.3667
86.65,142.2836
86.7,127.4424
86.75,111.9104
86.8,95.87135
86.85,80.57127
86.9,66.85322
86.95,54.91168
87,44.8174
87.05,36.73176
87.1,30.48673
87.15,25.33442
87.2,21.09024
87.25,17.66088
87.3,15.07052
87.35,13.03087
87.4,11.30454
87.45,10.06213
87.5,9.186339
87.55,8.259387
87.6,7.386824
87.65,6.474185
87.7,5.680266
87.75,4.980556
87.8,4.369079
87.85,4.024358
87.9,3.788994
87.95,3.633708
88,3.535078
88.05,3.443284
88.1,3.264212
88.15,3.056884
88.2,2.842093
88.25,2.592128
88.3,2.356112
88.35,2.07176
88.4,1.92525
88.45,1.840091
88.5,1.688336
88.55,1.483964
88.6,1.285032
88.65,0.9633337
88.7,0.80573
88.75,0.7019266
88.8,0.9261248
88.85,1.567493
88.9,3.055964
88.95,5.77098
89,10.11853
89.05,16.15877
89.1,25.02649
89.15,36.77171
89.2,51.35303
89.25,68.41611
89.3,87.63531
89.35,107.8103
89.4,127.0299
89.45,144.4686
89.5,159.0544
89.55,168.7928
89.6,172.9389
89.65,171.9631
89.7,166.4073
89.75,157.4372
89.8,146.2144
89.85,133.1252
89.9,119.105
89.95,104.5128
90,90.29175
90.05,77.32217
90.1,65.71982
90.15,55.86093
90.2,47.6624
90.25,40.18578
90.3,34.3317
90.35,30.20004
90.4,26.80735
90.45,24.10977
90.5,21.82007
90.55,19.59161
90.6,17.45806
90.65,15.66533
90.7,14.34459
90.75,13.43712
90.8,12.56426
90.85,11.58213
90.9,10.75937
90.95,10.10434
91,9.499185
91.05,9.077005
91.1,8.745474
91.15,8.367001
91.2,7.913692
91.25,7.323749
91.3,6.945655
91.35,6.719337
91.4,6.259515
91.45,5.904244
91.5,5.56962
91.55,5.177755
91.6,4.815519
91.65,4.537924
91.7,4.258421
91.75,3.939651
91.8,3.554975
91.85,3.371597
91.9,3.215913
91.95,2.998541
92,2.783032
92.05,2.581008
92.1,2.381382
92.15,2.206601
92.2,2.076288
92.25,2.002538
92.3,1.852196
92.35,1.554617
92.4,1.364108
92.45,1.278584
92.5,1.239285
92.55,1.227765
92.6,1.250235
92.65,1.308638
92.7,1.275371
92.75,1.189465
92.8,1.280352
92.85,1.290989
92.9,1.406325
92.95,1.793467
93,2.393791
93.05,3.294097
93.1,4.687306
93.15,6.946969
93.2,10.48072
93.25,15.64287
93.3,23.12381
93.35,33.07054
93.4,45.4242
93.45,60.15757
93.5,76.90063
93.55,94.64959
93.6,112.5405
93.65,129.8826
93.7,145.7322
93.75,159.3286
93.8,169.3833
93.85,175.4298
93.9,177.5104
93.95,175.47
94,169.8484
94.05,161.7346
94.1,151.6555
94.15,140.2252
94.2,127.5468
94.25,113.9422
94.3,101.3821
94.35,90.39592
94.4,81.05504
94.45,72.92149
94.5,65.82396
94.55,58.80362
94.6,52.04577
94.65,45.9411
94.7,40.79805
94.75,36.40756
94.8,32.54766
94.85,29.29679
94.9,26.63011
94.95,24.28408
95,22.38054
95.05,20.97672
95.1,19.29298
95.15,17.35433
95.2,15.43672
95.25,13.63998
95.3,11.99128
95.35,10.7462
95.4,9.873302
95.45,9.134917
95.5,8.402939
95.55,7.691995
95.6,6.653642
95.65,5.564946
95.7,4.656786
95.75,4.024099
95.8,3.504155
95.85,3.092649
95.9,2.854644
95.95,2.523404
96,2.0379
96.05,1.60876
96.1,1.275529
96.15,0.9496507
96.2,0.6235089
96.25,0.2955315
96.3,-2.726602E-02
96.35,-0.2847163
96.4,-0.4872839
96.45,-0.6645032
96.5,-0.7387865
96.55,-0.7056599
96.6,-0.7262699
96.65,-0.7657109
96.7,-0.9108146
96.75,-1.251282
96.8,-1.56283
96.85,-1.724193
96.9,-1.789185
96.95,-1.682468
97,-1.572168
97.05,-1.580466
97.1,-1.706829
97.15,-1.981324
97.2,-2.194002
97.25,-2.284454
97.3,-2.296644
97.35,-2.165349
97.4,-2.074655
97.45,-2.182527
97.5,-2.391261
97.55,-2.585228
97.6,-2.782796
97.65,-2.935577
97.7,-2.948319
97.75,-2.884585
97.8,-2.851532
97.85,-2.902645
97.9,-2.870601
97.95,-2.815493
98,-2.819626
98.05,-2.941109
98.1,-2.947102
98.15,-3.078402
98.2,-3.124261
98.25,-3.161739
98.3,-3.003304
98.35,-2.776462
98.4,-2.666033
98.45,-2.60518
98.5,-2.694193
98.55,-2.903855
98.6,-3.026208
98.65,-3.080196
98.7,-3.050909
98.75,-2.974389
98.8,-2.920112
98.85,-2.829728
98.9,-2.79067
98.95,-2.819102
99,-2.734175
99.05,-2.572836
99.1,-2.45854
99.15,-2.397761
99.2,-2.432018
99.25,-2.569855
99.3,-2.767834
99.35,-2.938669
99.4,-2.858972
99.45,-2.698002
99.5,-2.593257
99.55,-2.564751
99.6,-2.559228
99.65,-2.556582
99.7,-2.6432
99.75,-2.495909
99.8,-2.169249
99.85,-1.797202
99.9,-0.9865724
99.95,0.1658828
100,2.005612
100.05,4.525897
100.1,8.350547
100.15,14.31568
100.2,22.93032
100.25,34.05848
100.3,47.52728
100.35,63.45288
100.4,82.11046
100.45,102.8418
100.5,124.0896
100.55,146.2563
100.6,166.6957
100.65,184.4666
100.7,200.1729
100.75,212.6656
100.8,220.6244
100.85,223.2229
100.9,220.5353
100.95,213.5648
101,201.9789
101.05,188.6557
101.1,175.2666
101.15,160.9822
101.2,146.2865
101.25,131.6433
101.3,117.0585
101.35,102.1834
101.4,88.01276
101.45,75.73473
101.5,65.48852
101.55,57.09875
101.6,50.39391
101.65,44.81457
101.7,39.6378
101.75,34.75241
