Data File Name,NK_JLC_NEXTERA1_High Sensitivity DNA Assay_DE24802700_2017-02-02_14-30-54.xad
Data File Path,C:\Users\jlchiniquy\Desktop\20171205_Nextera_library_size_to_loading_concentration_tool\NKaplan
Date Created,"Thursday, February 02, 2017 10:30:54 PM"
Date Last Modified,"Thursday, February 02, 2017 11:12:15 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.07.SI532
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.0
 
Number of Samples Run,11
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
80.5,-1.127888
80.55,-1.210824
80.6,-1.268741
80.65,-1.332986
80.7,-1.314314
80.75,-1.336887
80.8,-1.398443
80.85,-1.443532
80.9,-1.404431
80.95,-1.420088
81,-1.38457
81.05,-1.307228
81.1,-1.254663
81.15,-1.279025
81.2,-1.294635
81.25,-1.327743
81.3,-1.335749
81.35,-1.340518
81.4,-1.335617
81.45,-1.410178
81.5,-1.539098
81.55,-1.586839
81.6,-1.513293
81.65,-1.457933
81.7,-1.464655
81.75,-1.434502
81.8,-1.460137
81.85,-1.453578
81.9,-1.370872
81.95,-1.091488
82,-0.1385603
82.05,2.009306
82.1,7.058984
82.15,16.63886
82.2,34.33473
82.25,62.60542
82.3,102.0414
82.35,151.9435
82.4,208.3367
82.45,265.8684
82.5,318.7424
82.55,360.9786
82.6,387.8973
82.65,396.3041
82.7,387.6646
82.75,361.07
82.8,318.6309
82.85,267.7278
82.9,214.3091
82.95,163.5045
83,120.3601
83.05,86.90248
83.1,63.23566
83.15,47.57244
83.2,38.04909
83.25,31.90201
83.3,27.43053
83.35,23.51514
83.4,20.25082
83.45,18.41425
83.5,17.43124
83.55,16.6377
83.6,15.78532
83.65,14.55942
83.7,12.93278
83.75,11.36674
83.8,10.03721
83.85,9.203145
83.9,8.063669
83.95,7.503798
84,6.736115
84.05,6.359243
84.1,5.952909
84.15,5.527542
84.2,4.933752
84.25,4.217885
84.3,3.703458
84.35,3.362151
84.4,3.262596
84.45,3.097608
84.5,2.786429
84.55,2.466705
84.6,2.290631
84.65,2.35245
84.7,2.637913
84.75,2.86779
84.8,2.945833
84.85,2.925386
84.9,2.771969
84.95,2.36662
85,1.827709
85.05,1.310984
85.1,0.7227513
85.15,0.2847855
85.2,-0.2297465
85.25,-0.6855105
85.3,-0.9559627
85.35,-1.248305
85.4,-1.488294
85.45,-1.71495
85.5,-2.033579
85.55,-2.378948
85.6,-2.577183
85.65,-2.536139
85.7,-2.630289
85.75,-2.830876
85.8,-2.678423
85.85,-2.56363
85.9,-2.490633
85.95,-2.533656
86,-2.592995
86.05,-2.651733
86.1,-2.742878
86.15,-2.694973
86.2,-2.631099
86.25,-2.662083
86.3,-2.804032
86.35,-2.915826
86.4,-2.991355
86.45,-3.035103
86.5,-2.658981
86.55,-1.727649
86.6,0.1657693
86.65,4.017469
86.7,11.10277
86.75,23.20303
86.8,43.2304
86.85,71.59907
86.9,111.1883
86.95,159.8262
87,214.6386
87.05,272.5617
87.1,329.0526
87.15,378.761
87.2,415.5558
87.25,438.2424
87.3,443.7534
87.35,431.1605
87.4,404.4061
87.45,363.9077
87.5,313.7081
87.55,258.7712
87.6,205.4396
87.65,156.8943
87.7,115.9759
87.75,85.44356
87.8,63.83881
87.85,49.11235
87.9,39.65767
87.95,32.50031
88,27.09472
88.05,22.73387
88.1,19.39919
88.15,17.00777
88.2,14.68975
88.25,12.93034
88.3,11.16106
88.35,9.296053
88.4,7.39898
88.45,5.556347
88.5,4.233304
88.55,3.407641
88.6,2.957536
88.65,2.143631
88.7,1.301098
88.75,0.6428591
88.8,0.2798584
88.85,1.876358E-02
88.9,-0.1935022
88.95,-0.6299065
89,-1.204282
89.05,-1.506472
89.1,-1.675354
89.15,-1.762177
89.2,-1.834138
89.25,-1.609925
89.3,-1.619285
89.35,-1.661475
89.4,-1.717098
89.45,-2.016864
89.5,-2.114032
89.55,-2.092554
89.6,-1.999997
89.65,-1.995992
89.7,-1.898759
89.75,-1.532136
89.8,-0.1708394
89.85,2.769056
89.9,7.818648
89.95,18.12526
90,35.70528
90.05,62.20467
90.1,97.31142
90.15,142.313
90.2,193.743
90.25,248.1866
90.3,305.279
90.35,359.6925
90.4,405.2332
90.45,434.8364
90.5,447.0842
90.55,441.0802
90.6,419.9547
90.65,391.435
90.7,354.8003
90.75,309.9309
90.8,259.8611
90.85,209.3348
90.9,161.8646
90.95,122.4331
91,92.71123
91.05,70.88086
91.1,55.29384
91.15,44.26862
91.2,35.99693
91.25,29.72044
91.3,24.89269
91.35,20.93671
91.4,17.68418
91.45,15.1681
91.5,13.11222
91.55,11.35137
91.6,9.85197
91.65,8.612098
91.7,7.204705
91.75,6.375172
91.8,5.071562
91.85,3.84243
91.9,2.694709
91.95,1.688473
92,1.238525
92.05,1.078752
92.1,0.8734295
92.15,0.2771929
92.2,2.184977E-02
92.25,-0.184061
92.3,-0.3875787
92.35,-0.4581378
92.4,-0.458917
92.45,-0.7099971
