Data File Name,nextera_nk_0124_High Sensitivity DNA Assay_DE24802700_2018-01-23_12-13-37.xad
Data File Path,C:\Users\jlchiniquy\Desktop\JGI_Computer_BackUp\JBEI,SynBio\MiSeq\20171211_Nextera_library_size_to_loading_concentration
Date Created,"Tuesday, January 23, 2018 8:13:37 PM"
Date Last Modified,"Tuesday, January 23, 2018 10:22:26 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.08.SI648
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.0
 
Number of Samples Run,11
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
84.5,29.81444
84.55,27.70189
84.6,25.91618
84.65,23.48712
84.7,20.90388
84.75,18.66447
84.8,17.11548
84.85,16.3693
84.9,15.38021
84.95,14.56373
85,13.25742
85.05,12.08503
85.1,10.89631
85.15,9.801398
85.2,9.033298
85.25,8.285762
85.3,7.98022
85.35,7.353717
85.4,7.029872
85.45,6.571226
85.5,5.968113
85.55,5.565298
85.6,4.918275
85.65,4.199474
85.7,3.442917
85.75,3.030256
85.8,2.89692
85.85,2.942754
85.9,2.981621
85.95,2.686257
86,2.193705
86.05,1.650627
86.1,1.294078
86.15,1.015016
86.2,1.045282
86.25,0.8082094
86.3,0.8376508
86.35,0.6380543
86.4,0.2094979
86.45,-0.1616429
86.5,-0.363155
86.55,-0.365577
86.6,-0.3271866
86.65,-0.1718268
86.7,-0.402022
86.75,-0.5212024
86.8,-0.6409951
86.85,-0.7438781
86.9,-0.798484
86.95,-0.9231895
87,-0.9806003
87.05,-0.9261748
87.1,-0.7460238
87.15,-0.7037593
87.2,-0.6239325
87.25,-0.6223508
87.3,-0.7514654
87.35,-0.8276017
87.4,-0.869288
87.45,-1.001893
87.5,-0.9044599
87.55,-0.5797184
87.6,-2.495627E-02
87.65,1.08065
87.7,3.633677
87.75,9.12051
87.8,18.89656
87.85,35.07568
87.9,61.09564
87.95,98.30359
88,146.9249
88.05,205.5835
88.1,268.9353
88.15,332.7869
88.2,393.0017
88.25,445.1796
88.3,482.4826
88.35,500.7087
88.4,501.3678
88.45,484.4886
88.5,453.0896
88.55,412.6524
88.6,365.7805
88.65,315.4189
88.7,264.0254
88.75,218.5549
88.8,178.3494
88.85,147.7085
88.9,125.3419
88.95,108.3371
89,92.67279
89.05,78.65022
89.1,67.71754
89.15,58.60539
89.2,51.4329
89.25,45.4011
89.3,40.90928
89.35,35.44845
89.4,30.96273
89.45,26.76394
89.5,22.89989
89.55,19.63875
89.6,17.51738
89.65,16.3379
89.7,14.53666
89.75,12.73432
89.8,11.14046
89.85,10.06949
89.9,9.50723
89.95,9.049997
90,8.614857
90.05,7.43603
90.1,6.107259
90.15,5.137056
90.2,4.707669
90.25,4.826394
90.3,4.791738
90.35,4.425808
90.4,3.829087
90.45,3.186158
90.5,2.894491
90.55,2.67624
90.6,2.753475
90.65,3.171321
90.7,4.337806
90.75,6.72528
90.8,11.9689
90.85,21.69461
90.9,37.36359
90.95,61.91566
91,95.59824
91.05,139.3225
91.1,191.0341
91.15,249.6907
91.2,310.9243
91.25,369.1699
91.3,420.8093
91.35,461.0515
91.4,487.1573
91.45,497.3149
91.5,492.4018
91.55,470.7953
91.6,436.6225
91.65,394.7332
91.7,347.7191
91.75,298.0602
91.8,251.1942
91.85,209.7203
91.9,173.9064
91.95,145.6838
92,123.8228
92.05,105.4951
92.1,90.05225
92.15,77.68972
92.2,67.6712
92.25,58.53911
92.3,51.05538
92.35,44.43617
92.4,38.67948
92.45,34.28893
92.5,31.14848
92.55,28.43736
92.6,25.78384
92.65,23.11692
92.7,20.19672
92.75,18.62226
92.8,17.47566
92.85,16.47025
92.9,15.42245
92.95,14.47892
93,13.48578
93.05,12.0791
93.1,10.92043
93.15,9.825891
93.2,8.933021
93.25,8.715956
93.3,8.361824
93.35,7.666482
93.4,6.795016
93.45,6.027914
93.5,5.254493
93.55,4.344831
93.6,4.044069
93.65,3.582608
93.7,3.056318
