Data File Name,nk_03_06_2018_High Sensitivity DNA Assay_DE24802700_2018-03-06_15-11-01.xad,,
Data File Path,C:\Users\jlchiniquy\Desktop\JGI_Computer_BackUp\JBEI,SynBio\MiSeq\20171211_Nextera_library_size_to_loading_concentration,
Date Created,"Tuesday, March 06, 2018 11:11:01 PM",,
Date Last Modified,"Tuesday, March 06, 2018 11:52:20 PM",,
Version Created,B.02.07.SI532,,
Version Last Modified,B.02.07.SI532,,
 ,,,
Assay Name,High Sensitivity DNA,,
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA,,
Assay Title,High Sensitivity DNA Assay,,
Assay Version,1,,
 ,,,
Number of Samples Run,11,,
 ,,,
Sample Name,sample 2,,
Number of Events,2121,,
 ,,,
Time,Value,Library Loading Concentration (pM),Cluster Density (K/mm^2)
77.9,53.88455,,
77.95,52.97082,,
78,52.25679,,
78.05,51.99295,,
78.1,51.64261,,
78.15,51.40668,,
78.2,51.64085,,
78.25,52.39117,,
78.3,53.24907,,
78.35,53.94863,,
78.4,54.19085,,
78.45,54.09383,,
78.5,53.98146,,
78.55,54.13245,,
78.6,54.57,,
78.65,55.05511,,
78.7,56.14398,,
78.75,58.0961,,
78.8,60.13253,,
78.85,61.45428,,
78.9,61.44288,,
78.95,60.69771,,
79,59.74186,,
79.05,59.18862,,
79.1,59.3791,,
79.15,60.35221,,
79.2,61.36565,,
79.25,61.81483,,
79.3,61.69963,,
79.35,62.00917,,
79.4,62.29885,,
79.45,62.9858,,
79.5,64.20129,,
79.55,65.88379,,
79.6,67.18594,,
79.65,68.64367,,
79.7,70.26839,,
79.75,71.90054,,
79.8,73.06174,,
79.85,74.18429,,
79.9,74.8579,,
79.95,75.18035,,
80,74.67995,,
80.05,73.34906,,
80.1,71.60197,,
80.15,70.52484,,
80.2,70.70039,,
80.25,71.70158,,
80.3,72.63034,,
80.35,73.00349,,
80.4,72.39531,,
80.45,71.84049,,
80.5,71.6638,,
80.55,71.70555,,
80.6,71.84617,,
80.65,71.84887,,
80.7,71.72787,,
80.75,71.52072,,
80.8,71.49718,,
80.85,71.28173,,
80.9,71.34214,,
80.95,71.54936,,
81,71.38927,,
81.05,71.43855,,
81.1,71.91172,,
81.15,72.45448,,
81.2,72.58192,,
81.25,73.05598,,
81.3,73.87576,,
81.35,74.32963,,
81.4,74.66645,,
81.45,75.17939,,
81.5,75.30556,,
81.55,75.15826,,
81.6,74.80294,,
81.65,75.51908,,
81.7,77.02351,,
81.75,79.30439,,
81.8,81.42784,,
81.85,83.18546,,
81.9,83.25007,,
81.95,82.95552,,
82,81.95722,,
82.05,81.23729,,
82.1,80.29488,,
82.15,79.1291,,
82.2,77.83688,,
82.25,77.07578,,
82.3,75.87466,,
82.35,76.58872,,
82.4,78.11787,,
82.45,79.36025,,
82.5,79.97371,,
82.55,80.5392,,
82.6,81.32173,,
82.65,81.35536,,
82.7,81.59216,,
82.75,82.34454,,
82.8,82.32342,,
82.85,81.67204,,
82.9,80.44614,,
82.95,78.61563,,
83,76.87231,,
83.05,75.84635,,
83.1,76.34943,,
83.15,76.67686,,
83.2,77.44736,,
83.25,77.83778,,
83.3,77.614,,
83.35,77.62467,,
83.4,78.32371,,
83.45,79.32538,,
83.5,80.58794,,
83.55,81.60668,,
83.6,82.3755,,
83.65,82.03197,,
83.7,81.12335,,
83.75,79.80459,,
83.8,78.58312,,
83.85,77.34646,,
83.9,77.01251,,
83.95,77.23476,,
84,78.09205,,
84.05,78.26115,,
84.1,78.48425,,
84.15,78.62269,,
84.2,78.28754,,
84.25,77.58102,,
84.3,77.47573,,
84.35,78.24909,,
84.4,79.53432,,
84.45,80.63367,,
84.5,82.08249,,
84.55,82.84566,,
84.6,83.37842,,
84.65,84.37572,,
84.7,84.81244,,
84.75,85.11475,,
84.8,84.79957,,
84.85,84.39512,,
84.9,84.10021,,
84.95,83.93138,,
85,84.10004,,
85.05,84.46433,,
85.1,84.53125,,
85.15,84.62341,,
85.2,85.01253,,
85.25,85.83382,,
85.3,86.44875,,
85.35,86.33789,,
85.4,85.20948,,
85.45,84.79313,,
85.5,84.68048,,
85.55,85.66419,,
85.6,87.60255,,
85.65,89.33389,,
85.7,89.69048,,
85.75,89.51514,,
85.8,89.75619,,
85.85,90.71255,,
85.9,91.57561,,
85.95,92.21162,,
86,92.30142,,
86.05,90.8523,,
86.1,88.61286,,
86.15,86.69409,,
86.2,85.08121,,
86.25,84.30957,,
86.3,83.75799,,
86.35,83.74585,,
86.4,83.50226,,
86.45,83.14845,,
86.5,83.44016,,
86.55,83.90995,,
86.6,84.2714,,
86.65,84.51168,,
86.7,84.78251,,
86.75,84.93435,,
86.8,84.62237,,
86.85,84.51232,,
86.9,84.29209,,
86.95,84.04098,,
87,83.70607,,
87.05,83.70383,,
87.1,84.25324,,
87.15,84.62874,,
87.2,85.2411,,
87.25,86.40488,,
87.3,87.84443,,
87.35,89.24861,,
87.4,89.75041,,
87.45,89.87643,,
87.5,89.835,,
87.55,89.41488,,
87.6,88.89785,,
87.65,88.70686,,
87.7,88.77444,,
87.75,89.07132,,
87.8,89.27869,,
87.85,89.31215,,
87.9,89.13985,,
87.95,88.59335,,
88,88.27909,,
88.05,88.40127,,
88.1,88.48257,,
88.15,88.12159,,
88.2,87.55914,,
88.25,87.20333,,
88.3,87.069,,
88.35,87.49146,,
88.4,88.5462,,
88.45,89.23257,,
88.5,89.58569,,
88.55,90.05805,,
88.6,90.41216,,
88.65,90.71053,,
88.7,91.20778,,
88.75,92.26153,,
88.8,93.05118,,
88.85,93.3688,,
88.9,94.00494,,
88.95,94.34957,,
89,94.22598,,
89.05,94.45171,,
89.1,94.4566,,
89.15,94.59187,,
89.2,94.99891,,
89.25,95.44926,,
89.3,95.87966,,
89.35,96.14062,,
89.4,96.715,,
89.45,96.91364,,
89.5,97.1002,,
89.55,97.57425,,
89.6,97.8951,,
89.65,97.87296,,
89.7,97.72688,,
89.75,97.70158,,
89.8,98.1896,,
89.85,97.73407,,
89.9,97.92302,,
89.95,98.17895,,
90,97.95703,,
90.05,97.50377,,
90.1,97.32107,,
90.15,97.73754,,
90.2,98.44046,,
90.25,98.81346,,
90.3,99.31444,,
90.35,99.39585,,
90.4,99.51167,,
90.45,100.3543,,
90.5,102.0625,,
90.55,102.9468,,
90.6,102.8435,,
90.65,102.1307,,
90.7,102.1997,,
90.75,102.6265,,
90.8,103.1611,,
90.85,104.3647,,
90.9,105.159,,
90.95,105.3674,,
91,105.4815,,
91.05,105.8215,,
91.1,106.7924,,
91.15,107.2852,,
91.2,108.0035,,
91.25,108.9179,,
91.3,109.1342,,
91.35,109.8069,,
91.4,110.6633,,
91.45,111.535,,
91.5,112.3434,,
91.55,112.7376,,
91.6,114.0914,,
91.65,115.4352,,
91.7,116.7337,,
91.75,118.0582,,
91.8,118.3547,,
91.85,117.8451,,
91.9,117.6276,,
91.95,118.07,,
92,117.8482,,
92.05,117.7891,,
92.1,117.9395,,
92.15,119.2734,,
92.2,121.1891,,
92.25,124.0386,,
92.3,126.1706,,
92.35,126.6744,,
92.4,125.607,,
92.45,124.3826,,
92.5,123.9712,,
92.55,124.4368,,
92.6,125.8214,,
92.65,128.1629,,
92.7,129.6178,,
92.75,130.7331,,
92.8,130.9093,,
92.85,131.5224,,
92.9,133.6258,,
92.95,135.6175,,
93,137.4377,,
93.05,138.958,,
93.1,139.1481,,
93.15,138.2233,,
93.2,137.3571,,
93.25,137.5903,,
93.3,138.5195,,
93.35,138.7804,,
93.4,139.4011,,
93.45,140.2601,,
93.5,141.5423,,
93.55,143.1999,,
93.6,145.1025,,
93.65,145.8613,,
93.7,146.7984,,
93.75,147.7187,,
93.8,149.2157,,
93.85,151.2461,,
93.9,153.4598,,
93.95,153.3694,,
94,154.3601,,
94.05,153.4266,,
94.1,155.4298,,
94.15,156.8221,,
94.2,159.0921,,
94.25,161.1056,,
94.3,161.9307,,
94.35,161.2206,,
94.4,161.8974,,
94.45,162.6177,,
94.5,165.6776,,
94.55,167.941,,
94.6,170.3267,,
94.65,171.3704,,
94.7,172.5728,,
94.75,172.1784,,
94.8,170.9583,,
94.85,170.2923,,
94.9,171.9279,,
94.95,173.7437,,
95,175.3226,,
95.05,176.0635,,
95.1,176.8854,,
95.15,177.2286,,
95.2,178.1696,,
95.25,178.899,,
95.3,182.0142,,
95.35,184.3014,,
95.4,185.6312,,
95.45,188.0492,,
95.5,191.0194,,
95.55,192.7153,,
95.6,193.5499,,
95.65,193.7831,,
95.7,194.2149,,
95.75,194.3063,,
95.8,195.5214,,
95.85,198.3826,,
95.9,200.6556,,
95.95,201.5166,,
96,202.3422,,
96.05,202.7547,,
96.1,203.3789,,
96.15,204.8527,,
96.2,205.4487,,
96.25,207.241,,
96.3,209.3542,,
96.35,211.461,,
96.4,213.836,,
96.45,215.9187,,
96.5,216.3855,,
96.55,216.8439,,
96.6,217.4557,,
96.65,218.0126,,
96.7,220.1358,,
96.75,224.3564,,
96.8,228.0722,,
96.85,230.7997,,
96.9,231.2804,,
96.95,230.437,,
97,229.8437,,
97.05,231.8711,,
97.1,235.7365,,
97.15,238.3621,,
97.2,238.7492,,
97.25,238.5371,,
97.3,238.2489,,
97.35,238.8362,,
97.4,240.5919,,
97.45,242.7234,,
97.5,243.3191,,
97.55,242.6921,,
97.6,243.33,,
97.65,244.7615,,
97.7,245.4944,,
97.75,246.1906,,
97.8,248.0086,,
97.85,249.7761,,
97.9,250.2199,,
97.95,250.866,,
98,250.9493,,
98.05,249.946,,
98.1,248.8996,,
98.15,247.279,,
98.2,246.4198,,
98.25,247.5543,,
98.3,250.009,,
98.35,251.6238,,
98.4,251.7149,,
98.45,252.4564,,
98.5,253.487,,
98.55,252.5478,,
98.6,251.477,,
98.65,250.6256,,
98.7,249.5596,,
98.75,248.8335,,
98.8,248.8062,,
98.85,250.4478,,
98.9,253.0289,,
98.95,253.512,,
99,253.779,,
99.05,253.2038,,
99.1,251.524,,
99.15,248.6143,,
99.2,246.3025,,
99.25,246.4825,,
99.3,247.0338,,
99.35,246.544,,
99.4,246.4029,,
99.45,246.2592,,
99.5,245.1217,,
99.55,243.5362,,
99.6,241.4009,,
99.65,239.3627,,
99.7,237.4304,,
99.75,236.1507,,
99.8,235.7004,,
99.85,234.4155,,
99.9,232.8747,,
99.95,233.6784,,
100,235.3651,,
100.05,238.2708,,
100.1,239.1146,,
100.15,237.3653,,
100.2,233.6701,,
100.25,230.132,,
100.3,230.2529,,
100.35,232.6722,,
100.4,233.142,,
100.45,232.8645,,
100.5,230.4843,,
100.55,227.2035,,
100.6,224.5927,,
100.65,224.9809,,
100.7,225.5732,,
100.75,225.2652,,
100.8,224.3421,,
100.85,223.4018,,
100.9,220.3046,,
100.95,218.3159,,
101,218.2237,,
101.05,218.7638,,
101.1,219.8859,,
101.15,220.1335,,
101.2,218.638,,
101.25,215.5312,,
101.3,212.4531,,
101.35,210.2256,,
101.4,208.654,,
101.45,210.716,,
101.5,211.4598,,
101.55,211.3883,,
101.6,209.4024,,
101.65,204.741,,
101.7,200.2131,,
101.75,197.0244,,
101.8,197.232,,
101.85,198.2887,,
101.9,196.7598,,
101.95,194.5813,,
102,191.8068,,
102.05,190.1155,,
102.1,190.6823,,
102.15,193.0598,,
102.2,194.3672,,
102.25,193.7269,,
102.3,191.2978,,
102.35,188.3197,,
102.4,186.1976,,
102.45,185.1243,,
102.5,183.8699,,
102.55,181.7419,,
102.6,178.6205,,
102.65,177.9635,,
102.7,178.0536,,
102.75,177.1434,,
102.8,175.6536,,
102.85,173.6732,,
102.9,169.478,,
102.95,165.7396,,
103,162.0963,,
103.05,161.1916,,
103.1,159.8157,,
103.15,157.989,,
103.2,158.5513,,
103.25,159.549,,
103.3,158.8186,,
103.35,158.3679,,
103.4,157.8021,,
103.45,157.0383,,
103.5,153.5776,,
103.55,150.2505,,
103.6,148.0848,,
103.65,146.4475,,
103.7,143.9463,,
103.75,141.4018,,
103.8,138.6387,,
103.85,135.6397,,
103.9,133.3258,,
103.95,132.326,,
104,132.4308,,
104.05,131.8744,,
104.1,130.4657,,
104.15,129.7257,,
104.2,130.0507,,
104.25,130.2607,,
104.3,130.0698,,
104.35,128.1004,,
104.4,125.5871,,
104.45,121.2491,,
104.5,118.5799,,
104.55,117.458,,
104.6,118.4578,,
104.65,119.6705,,
104.7,120.0347,,
104.75,119.8881,,
104.8,119.0208,,
104.85,117.6169,,
104.9,115.681,,
104.95,114.2221,,
105,114.1296,,
105.05,113.0283,,
105.1,112.5546,,
105.15,112.2848,,
105.2,112.0021,,
105.25,112.3234,,
105.3,111.885,,
105.35,111.8906,,
105.4,112.3826,,
105.45,112.4233,,
105.5,113.1233,,
105.55,113.4785,,
105.6,113.4911,,
105.65,112.587,,
105.7,112.2826,,
105.75,113.4543,,
105.8,114.664,,
105.85,115.2881,,
105.9,116.6886,,
105.95,119.02,,
106,121.7113,,
106.05,122.8417,,
106.1,122.5462,,
106.15,121.5471,,
106.2,120.8582,,
106.25,121.1858,,
106.3,123.7916,,
106.35,126.4591,,
106.4,127.8513,,
106.45,128.0395,,
106.5,128.8214,,
106.55,129.9283,,
106.6,131.7377,,
106.65,134.4911,,
106.7,138.0679,,
106.75,141.5207,,
106.8,144.3766,,
106.85,144.8354,,
106.9,143.9471,,
106.95,141.4747,,
107,141.281,,
107.05,143.4531,,
107.1,145.4278,,
107.15,146.774,,
107.2,147.3908,,
107.25,146.7152,,
107.3,145.662,,
107.35,144.5592,,
107.4,143.9777,,
107.45,141.8002,,
107.5,138.9037,,
107.55,137.8091,,
107.6,139.1324,,
107.65,140.6291,,
107.7,140.8437,,
107.75,139.9068,,
107.8,137.4691,,
107.85,135.123,,
107.9,133.8297,,
107.95,133.4355,,
108,134.6079,,
108.05,136.3307,,
108.1,137.2324,,
108.15,137.3246,,
108.2,136.8263,,
108.25,134.8034,,
108.3,131.1019,,
108.35,127.6632,,
108.4,125.4169,,
108.45,123.9511,,
108.5,123.9361,,
108.55,123.8384,,
108.6,121.0041,,
108.65,116.8295,,
108.7,113.3436,,
108.75,110.2059,,
108.8,107.9014,,
108.85,106.6911,,
108.9,106.7997,,
108.95,105.8369,,
109,105.2558,,
109.05,105.4607,,
109.1,105.2909,,
109.15,104.5477,,
109.2,103.217,,
109.25,101.051,,
109.3,97.86846,,
109.35,94.092,,
109.4,90.56168,,
109.45,86.81636,,
109.5,84.38917,,
109.55,83.28873,,
109.6,83.40699,,
109.65,83.69707,,
109.7,83.85819,,
109.75,83.39874,,
109.8,80.31021,,
109.85,77.0173,,
109.9,76.27102,,
109.95,76.02635,,
110,74.96951,,
110.05,73.2822,,
110.1,71.24763,,
110.15,67.8182,,
110.2,64.42918,,
110.25,63.4804,,
110.3,63.2959,,
110.35,61.86339,,
110.4,61.00831,,
110.45,60.00817,,
110.5,58.3826,,
110.55,56.86957,,
110.6,55.845,,
110.65,55.66447,,
110.7,54.5979,,
110.75,53.55767,,
110.8,53.30694,,
110.85,52.10811,,
110.9,51.34066,,
110.95,50.64114,,
111,49.07846,,
111.05,48.55201,,
111.1,46.91882,,
111.15,45.86905,,
111.2,45.0462,,
111.25,44.3605,,
111.3,43.79829,,
111.35,43.51855,,
111.4,43.39819,,
111.45,43.52322,,
111.5,41.8926,,
111.55,40.39287,,
111.6,39.2235,,
111.65,39.35213,,
111.7,40.42762,,
111.75,40.76734,,
111.8,40.11747,,
111.85,39.36445,,
111.9,38.4584,,
111.95,39.25984,,
112,40.04553,,
112.05,42.22295,,
112.1,44.32504,,
112.15,47.24189,,
112.2,50.97738,,
112.25,55.00337,,
112.3,59.25977,,
112.35,65.02919,,
112.4,73.08054,,
112.45,84.21694,,
112.5,97.12895,,
112.55,114.1965,,
112.6,131.6458,,
112.65,147.3607,,
112.7,159.7127,,
112.75,169.8604,,
112.8,188.8168,,
112.85,207.005,,
112.9,219.8939,,
112.95,226.4231,,
113,229.4547,,
113.05,229.1951,,
113.1,224.9829,,
113.15,218.5563,,
113.2,216.7707,,
113.25,205.6095,,
113.3,190.1585,,
113.35,174.5884,,
113.4,158.6715,,
113.45,139.7303,,
113.5,120.8176,,
113.55,107.9788,,
113.6,100.3675,,
113.65,94.37749,,
113.7,86.4006,,
113.75,77.45808,,
113.8,68.799,,
113.85,63.3643,,
113.9,58.66328,,
113.95,56.38413,,
114,54.22303,,
114.05,49.07517,,
114.1,42.96489,,
114.15,40.31545,,
114.2,39.39839,,
114.25,39.8798,,
114.3,39.94763,,
114.35,40.03016,,
114.4,38.69654,,
114.45,36.3306,,
114.5,35.40573,,
114.55,34.20779,,
114.6,34.46503,,
114.65,35.90449,,
114.7,36.93615,,
114.75,35.51399,,
114.8,33.50988,,
114.85,31.57439,,
114.9,29.93973,,
114.95,29.75816,,
115,30.6932,,
115.05,30.72967,,
115.1,30.4888,,
115.15,30.00742,,
115.2,29.67823,,
115.25,28.55668,,
115.3,27.79259,,
115.35,28.45072,,
115.4,29.01586,,
115.45,29.17156,,
115.5,29.92294,,
115.55,29.88085,,
115.6,28.89508,,
115.65,27.50421,,
115.7,27.00813,,
115.75,27.26151,,
115.8,27.76161,,
115.85,29.20977,,
115.9,30.18668,,
115.95,29.23545,,
116,27.40654,,
116.05,25.52258,,
116.1,24.53437,,
116.15,24.68475,,
116.2,25.40752,,
116.25,25.44516,,
116.3,24.95471,,
116.35,24.08908,,
116.4,23.83807,,
116.45,24.33823,,
116.5,25.24645,,
116.55,25.47986,,
116.6,24.13529,,
116.65,22.20216,,
116.7,21.02019,,
116.75,20.0958,,
116.8,20.40862,,
116.85,21.21869,,
116.9,21.70167,,
116.95,21.22049,,
117,20.24287,,
117.05,19.82654,,
117.1,19.38949,,
117.15,18.98049,,
117.2,18.87583,,
117.25,18.75869,,
117.3,19.2174,,
117.35,19.77022,,
117.4,20.04954,,
117.45,20.09869,,
117.5,19.82855,,
117.55,19.71087,,
117.6,19.30543,,
117.65,18.67175,,
117.7,18.34813,,
117.75,18.02569,,
117.8,18.06625,,
117.85,18.73715,,
117.9,19.49507,,
117.95,20.11714,,
118,20.22571,,
118.05,20.23549,,
118.1,20.42064,,
118.15,20.03297,,
118.2,19.40881,,
118.25,18.93041,,
118.3,18.65194,,
118.35,18.65329,,
118.4,19.05715,,
118.45,20.01219,,
118.5,20.57652,,
118.55,20.69782,,
118.6,20.77802,,
118.65,20.42826,,
118.7,19.24861,,
118.75,18.1559,,
118.8,17.82658,,
118.85,18.00856,,
118.9,18.17481,,
118.95,18.93636,,
119,19.30898,,
119.05,18.78454,,
119.1,18.13901,,
119.15,18.07808,,
119.2,17.5776,,
119.25,16.67981,,
119.3,16.10821,,
119.35,16.2122,,
119.4,16.42103,,
119.45,17.101,,
119.5,17.97059,,
119.55,18.39775,,
119.6,18.46407,,
119.65,18.54117,,
119.7,18.64642,,
119.75,18.5592,,
119.8,18.25857,,
119.85,17.14109,,
119.9,15.7366,,
119.95,15.66656,,
120,16.43217,,
120.05,17.22891,,
120.1,17.88535,,
120.15,17.76613,,
120.2,17.18366,,
120.25,16.08621,,
120.3,15.6952,,
120.35,16.49474,,
120.4,16.6539,,
120.45,16.6823,,
120.5,17.71979,,
120.55,19.68736,,
120.6,21.65135,,
120.65,22.146,,
120.7,21.3967,,
120.75,19.24659,,
120.8,16.39219,,
120.85,14.8123,,
120.9,14.4148,,
120.95,14.3479,,
121,14.12378,,
121.05,13.89805,,
121.1,14.01201,,
121.15,14.27536,,
121.2,14.84633,,
121.25,15.5922,,
121.3,15.68425,,
121.35,15.3541,,
121.4,14.75555,,
121.45,14.30971,,
121.5,14.08439,,
121.55,14.43708,,
121.6,15.10272,,
121.65,15.89489,,
121.7,16.59442,,
121.75,17.35723,,
121.8,17.65217,,
121.85,17.47662,,
121.9,16.80046,,
121.95,15.81005,,
122,15.18756,,
122.05,15.18381,,
122.1,15.84794,,
122.15,16.56256,,
122.2,17.48765,,
122.25,17.74409,,
122.3,16.55113,,
122.35,15.76694,,
122.4,15.30728,,
122.45,15.17761,,
122.5,16.15454,,
122.55,17.11858,,
122.6,17.72208,,
122.65,16.92366,,
122.7,15.89161,,
122.75,15.13955,,
122.8,14.33864,,
122.85,14.30114,,
122.9,14.44306,,
122.95,14.71018,,
123,15.42609,,
123.05,16.63128,,
123.1,17.45071,,
123.15,17.23169,,
123.2,15.98038,,
123.25,14.82243,,
123.3,14.33207,,
123.35,15.01204,,
123.4,15.10708,,
123.45,15.36214,,
123.5,15.47735,,
123.55,14.7845,,
123.6,13.45325,,
123.65,12.76,,
123.7,11.97078,,
123.75,11.53935,,
123.8,11.42173,,
123.85,12.52356,,
123.9,13.62678,,
123.95,14.21244,,
124,14.40426,,
124.05,14.38629,,
124.1,13.92162,,
124.15,13.72382,,
124.2,13.54009,,
124.25,13.38004,,
124.3,13.62271,,
124.35,14.1404,,
124.4,14.56618,,
124.45,14.65184,,
124.5,14.02766,,
124.55,13.2796,,
124.6,12.52742,,
124.65,12.41293,,
124.7,12.83138,,
124.75,12.96263,,
124.8,12.88126,,
124.85,12.45881,,
124.9,11.95788,,
124.95,11.61083,,
125,11.77909,,
125.05,12.16769,,
125.1,12.18184,,
125.15,11.77193,,
125.2,11.78316,,
125.25,11.6039,,
125.3,11.44308,,
125.35,11.53591,,
125.4,11.85719,,
125.45,12.07777,,
125.5,12.17612,,
125.55,12.32667,,
125.6,12.61124,,
125.65,12.52753,,
125.7,12.40683,,
125.75,12.51576,,
125.8,12.64466,,
125.85,12.17428,,
125.9,11.79668,,
125.95,11.58511,,
126,11.34089,,
126.05,11.10434,,
126.1,10.97392,,
126.15,11.37612,,
126.2,12.05504,,
126.25,12.92147,,
126.3,13.65435,,
126.35,13.43819,,
126.4,12.56767,,
126.45,11.56625,,
126.5,10.75478,,
126.55,10.3541,,
126.6,10.21204,,
126.65,10.61556,,
126.7,10.77372,,
126.75,11.12243,,
126.8,11.67864,,
126.85,12.15933,,
126.9,12.46194,,
126.95,12.41248,,
127,11.98549,,
127.05,11.56864,,
127.1,11.02812,,
127.15,10.73917,,
127.2,10.67678,,
127.25,10.77466,,
127.3,11.11429,,
127.35,11.40165,,
127.4,11.92851,,
127.45,12.5554,,
127.5,12.80716,,
127.55,12.58994,,
127.6,12.03994,,
127.65,11.52824,,
127.7,11.41337,,
127.75,11.4075,,
127.8,11.1911,,
127.85,10.80054,,
127.9,10.42413,,
127.95,10.11379,,
128,10.02547,,
128.05,10.19968,,
128.1,10.46226,,
128.15,10.42239,,
128.2,9.969166,,
128.25,9.485145,,
128.3,9.389357,,
128.35,9.726708,,
128.4,10.39813,,
128.45,10.93835,,
128.5,11.3183,,
128.55,11.4027,,
128.6,11.24663,,
128.65,11.03096,,
128.7,10.61024,,
128.75,10.06276,,
128.8,9.89351,,
128.85,9.974076,,
128.9,10.66171,,
128.95,11.2533,,
129,11.56462,,
129.05,11.49667,,
129.1,11.13755,,
129.15,10.78311,,
129.2,10.32076,,
129.25,9.841986,,
129.3,9.694447,,
129.35,9.624063,,
129.4,9.969521,,
129.45,10.01079,,
129.5,9.864566,,
129.55,9.76414,,
129.6,9.905757,,
129.65,10.09461,,
129.7,10.31752,,
129.75,10.67155,,
129.8,10.26619,,
129.85,9.444377,,
129.9,8.757597,,
129.95,8.84804,,
130,9.344137,,
130.05,9.697598,,
130.1,10.31732,,
130.15,10.82746,,
130.2,10.6823,,
130.25,10.26203,,
130.3,9.719283,,
130.35,9.517406,,
130.4,9.391074,,
130.45,9.948451,,
130.5,11.022,,
130.55,11.25876,,
130.6,10.32814,,
130.65,9.606001,,
130.7,9.146455,,
130.75,8.847668,,
130.8,8.916211,,
130.85,8.892348,,
130.9,8.514237,,
130.95,8.258534,,
131,9.157074,,
131.05,10.37782,,
131.1,11.11313,,
131.15,11.43426,,
131.2,11.31415,,
131.25,10.56657,,
131.3,10.48493,,
131.35,10.8218,,
131.4,10.78644,,
131.45,10.2254,,
131.5,9.523109,,
131.55,8.506509,,
131.6,7.71804,,
131.65,7.437215,,
131.7,8.316158,,
131.75,8.890366,,
131.8,9.218955,,
131.85,9.616666,,
131.9,9.689244,,
131.95,9.681354,,
132,9.408335,,
132.05,9.00347,,
132.1,8.798491,,
132.15,8.688868,,
132.2,9.437676,,
132.25,10.47637,,
132.3,11.05615,,
132.35,11.06496,,
132.4,10.82701,,
132.45,10.43989,,
132.5,10.26081,,
132.55,10.77942,,
132.6,11.22162,,
132.65,10.61082,,
132.7,10.09312,,
132.75,9.666017,,
132.8,9.263856,,
132.85,9.68378,,
132.9,9.998345,,
132.95,9.980912,,
133,9.602264,,
133.05,9.904306,,
133.1,10.52627,,
133.15,10.66366,,
133.2,11.14011,,
133.25,11.46641,,
133.3,10.16977,,
133.35,9.54936,,
133.4,9.425863,,
133.45,9.104226,,
133.5,9.223964,,
133.55,9.812014,,
133.6,9.967372,,
133.65,9.56449,,
133.7,9.252702,,
133.75,9.410905,,
133.8,9.260009,,
133.85,9.023363,,
133.9,9.081594,,
133.95,8.663141,,
134,7.891569,,
134.05,7.294699,,
134.1,6.980366,,
134.15,7.062502,,
134.2,7.427782,,
134.25,7.874412,,
134.3,7.993619,,
134.35,7.762695,,
134.4,7.034463,,
134.45,6.972466,,
134.5,7.21414,,
134.55,7.849787,,
134.6,8.237322,,
134.65,8.602488,,
134.7,8.930186,,
134.75,9.002316,,
134.8,9.123829,,
134.85,9.599501,,
134.9,9.855147,,
134.95,9.661126,,
135,8.979914,,
135.05,8.265992,,
135.1,7.491835,,
135.15,7.417212,,
135.2,7.12882,,
135.25,7.239295,,
135.3,7.703739,,
135.35,7.760298,,
135.4,8.074381,,
135.45,8.413152,,
135.5,8.956871,,
135.55,9.18051,,
135.6,9.071424,,
135.65,9.290811,,
135.7,9.665047,,
135.75,10.09075,,
135.8,10.00797,,
135.85,9.569121,,
135.9,9.275037,,
135.95,8.769514,,
136,8.524005,,
136.05,8.336679,,
136.1,8.610375,,
136.15,9.100128,,
136.2,9.642043,,
136.25,10.161,,
136.3,10.20456,,
136.35,10.08578,,
136.4,10.31639,,
136.45,10.35686,,
136.5,9.949605,,
136.55,8.936323,,
136.6,7.696343,,
136.65,6.79007,,
136.7,6.587357,,
136.75,6.891572,,
136.8,7.310595,,
136.85,7.582005,,
136.9,7.891292,,
136.95,8.200388,,
137,8.428162,,
137.05,8.368897,,
137.1,7.792041,,
137.15,7.234683,,
137.2,7.248497,,
137.25,7.780366,,
137.3,8.33199,,
137.35,8.605483,,
137.4,8.40593,,
137.45,7.74279,,
137.5,7.494345,,
137.55,7.850856,,
137.6,8.457228,,
137.65,9.230064,,
137.7,9.36251,,
137.75,8.754943,,
137.8,7.86225,,
137.85,7.30584,,
137.9,7.45792,,
137.95,7.81324,,
138,8.229095,,
 ,,,
Alignment,On,,
