Data File Name,GG_20170621_High Sensitivity DNA Assay_DE24802700_2017-06-21_14-37-03.xad
Data File Path,C:\Users\jlchiniquy\Desktop\20171205_Nextera_library_size_to_loading_concentration_tool\GGoyal
Date Created,"Wednesday, June 21, 2017 9:37:03 PM"
Date Last Modified,"Wednesday, June 21, 2017 10:15:32 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.07.SI532
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.0
 
Number of Samples Run,10
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
99.6,-4.086536E-02
99.65,0.065235
99.7,0.1644562
99.75,0.3515911
99.8,0.3376266
99.85,4.847394E-02
99.9,-0.1622992
99.95,-0.2578126
100,-0.2984986
100.05,-0.1905805
100.1,0.1106126
100.15,0.1206117
100.2,-0.3406439
100.25,-0.3111606
100.3,-0.1499676
100.35,-4.514686E-02
100.4,7.055885E-02
100.45,0.2639409
100.5,0.530493
100.55,2.079448
100.6,5.631121
100.65,13.32959
100.7,25.15251
100.75,45.60159
100.8,75.48454
100.85,116.8707
100.9,174.8286
100.95,245.9106
101,326.9019
101.05,424.7939
101.1,528.1776
101.15,629.5846
101.2,719.64
101.25,798.9368
101.3,859.8859
101.35,900.6091
101.4,921.0703
101.45,920.3577
101.5,891.189
101.55,838.4719
101.6,770.9715
101.65,697.0103
101.7,620.3217
101.75,544.6673
101.8,470.7278
101.85,398.1665
101.9,330.3747
101.95,269.5414
102,219.2548
102.05,179.0809
102.1,147.4846
102.15,121.4934
102.2,101.2798
102.25,83.87782
102.3,68.71033
102.35,55.26412
102.4,45.16357
102.45,37.54865
102.5,31.45962
102.55,27.2441
102.6,24.333
102.65,21.27703
102.7,19.07858
102.75,17.45806
102.8,15.85794
102.85,14.06533
102.9,12.36807
102.95,10.73374
103,8.931505
103.05,7.505334
103.1,6.577939
103.15,5.774053
103.2,5.658412
103.25,5.591928
103.3,5.085823
103.35,4.268935
103.4,3.708668
103.45,3.295892
103.5,3.444158
103.55,4.051325
103.6,4.996423
103.65,6.102396
103.7,7.710935
103.75,11.26526
103.8,17.18371
103.85,28.38837
103.9,47.62512
103.95,77.2946
104,118.2029
104.05,173.2052
104.1,246.0263
104.15,328.2581
104.2,418.063
104.25,516.8275
104.3,615.5314
104.35,709.645
104.4,793.993
104.45,859.8514
104.5,903.3397
104.55,921.4023
104.6,918.645
104.65,898.098
104.7,866.749
104.75,827.2692
104.8,764.9851
104.85,687.5895
104.9,608.8072
104.95,527.8956
105,450.0284
105.05,380.4835
105.1,322.3857
105.15,267.7599
105.2,217.1094
105.25,177.2537
105.3,148.2331
105.35,122.4481
105.4,102.6773
105.45,85.91064
105.5,71.81126
105.55,59.23869
105.6,50.00314
105.65,43.62439
105.7,39.69156
105.75,35.81873
105.8,32.98135
105.85,28.79852
105.9,25.02898
105.95,22.89243
106,21.61529
106.05,21.22671
106.1,21.31638
106.15,21.92637
106.2,21.48681
106.25,19.38053
106.3,17.21642
106.35,15.25615
106.4,13.6037
106.45,12.601
106.5,12.04419
106.55,12.13713
106.6,11.8672
106.65,11.37164
106.7,11.34433
106.75,11.30191
106.8,11.00835
106.85,10.38004
106.9,9.880514
106.95,9.31457
107,8.115092
107.05,7.361126
107.1,7.500375
107.15,7.731723
107.2,7.65424
107.25,7.471281
107.3,7.714848
107.35,8.187892
107.4,8.767747
107.45,9.119878
107.5,8.637086
107.55,7.747983
107.6,6.930679
107.65,6.426973
107.7,6.404154
107.75,6.693336
107.8,7.076313
107.85,7.473192
107.9,8.166544
107.95,8.413217
108,8.704728
108.05,8.40343
108.1,7.436913
108.15,6.761307
108.2,6.604725
108.25,6.640784
108.3,6.798347
108.35,6.798482
108.4,6.386347
108.45,4.888188
108.5,4.221526
108.55,4.445838
108.6,5.315073
108.65,6.465826
108.7,8.378457
108.75,13.09238
108.8,20.19606
108.85,29.81081
108.9,44.73957
108.95,67.46017
109,95.26352
109.05,129.8918
109.1,172.3099
109.15,225.1134
109.2,284.6108
109.25,354.9612
109.3,434.8754
109.35,510.0909
109.4,569.6324
109.45,626.983
109.5,678.9554
109.55,717.7023
109.6,744.7853
109.65,757.1908
109.7,752.1821
109.75,727.0085
109.8,695.2061
109.85,661.9182
109.9,621.1381
109.95,575.7483
110,524.7048
110.05,469.5586
110.1,415.4182
110.15,363.6931
110.2,319.2571
110.25,280.7128
110.3,246.095
110.35,215.0934
110.4,184.6121
110.45,156.3515
110.5,131.281
110.55,108.5427
110.6,90.94785
110.65,76.972
110.7,66.47097
110.75,59.5354
110.8,53.59652
110.85,49.21493
110.9,45.3261
110.95,41.08026
111,37.22604
111.05,33.45042
111.1,29.48445
111.15,24.94547
111.2,21.54878
111.25,20.17567
111.3,19.50916
111.35,18.11033
111.4,16.43605
111.45,14.75983
111.5,12.59902
111.55,10.94681
111.6,9.836443
111.65,8.177703
111.7,5.878836
111.75,4.27641
111.8,4.679621
111.85,5.007245
111.9,5.521155
111.95,6.590104
112,8.3911
112.05,11.22025
112.1,14.47445
112.15,19.3463
112.2,25.87617
112.25,32.42974
112.3,39.57283
112.35,47.30032
112.4,57.99708
112.45,68.21891
112.5,78.40335
112.55,90.30534
112.6,101.4006
112.65,110.5085
112.7,118.741
112.75,127.6514
112.8,134.0289
112.85,138.2833
112.9,146.3032
112.95,152.9809
113,154.0869
113.05,146.222
113.1,135.5181
113.15,121.9352
113.2,109.6476
113.25,99.93747
113.3,91.10611
113.35,81.53492
113.4,71.48279
113.45,61.02609
113.5,54.25042
113.55,47.33475
113.6,40.37284
113.65,32.6356
113.7,26.06701
113.75,21.4632
113.8,17.81458
113.85,15.13839
113.9,13.22406
113.95,10.55411
114,9.010132
114.05,8.709179
114.1,8.237473
114.15,8.089153
114.2,7.571771
114.25,6.081192
114.3,4.792067
114.35,4.050199
114.4,3.425978
114.45,2.740896
114.5,2.450721
114.55,2.112636
114.6,1.715824
114.65,1.545956
114.7,1.158941
114.75,0.4943859
114.8,-0.0967171
114.85,-0.3769302
114.9,-0.3261674
114.95,-2.261686E-02
115,0.6624556
115.05,0.7554885
115.1,0.2817355
115.15,5.754546E-02
115.2,-0.3981319
115.25,-0.9352807
115.3,-0.9639466
115.35,-0.7813889
115.4,-0.7158379
115.45,-0.8904334
115.5,-0.7876554
115.55,-0.5122528
115.6,-0.5382386
115.65,-0.2674147
115.7,0.7136305
115.75,1.039404
115.8,0.3175476
115.85,-0.6402942
115.9,-1.105634
115.95,-1.700714
116,-2.162899
116.05,-1.869852
116.1,-1.374212
116.15,-1.645601
116.2,-2.065075
116.25,-2.276456
116.3,-2.699065
116.35,-3.248561
116.4,-3.52635
116.45,-3.30243
116.5,-3.113675
116.55,-3.246092
116.6,-3.604849
116.65,-3.789235
116.7,-3.605808
116.75,-3.268623
116.8,-3.154704
116.85,-3.17259
116.9,-3.628945
116.95,-3.949185
117,-4.143072
117.05,-3.692674
117.1,-3.43298
117.15,-3.552581
117.2,-3.863111
117.25,-4.201433
117.3,-4.229897
117.35,-4.157172
117.4,-4.139004
117.45,-4.191022
117.5,-4.548918
117.55,-4.724917
117.6,-4.457398
117.65,-3.746955
117.7,-3.391988
117.75,-3.344698
117.8,-3.280852
117.85,-3.469159
117.9,-3.828413
117.95,-4.211838
118,-4.647583
118.05,-5.129193
118.1,-5.489831
118.15,-5.390737
118.2,-4.696364
118.25,-4.218107
118.3,-4.108058
118.35,-4.334599
118.4,-4.589517
118.45,-4.566677
118.5,-4.367682
118.55,-4.22644
118.6,-4.258111
118.65,-4.642975
118.7,-5.127032
118.75,-5.291759
118.8,-5.040013
118.85,-4.716676
118.9,-4.449839
118.95,-4.397276
119,-4.518247
119.05,-4.603237
119.1,-4.552739
119.15,-4.440676
119.2,-4.533692
119.25,-4.735936
119.3,-4.820442
119.35,-4.793757
119.4,-4.708108
119.45,-4.629181
119.5,-4.595136
119.55,-4.695043
119.6,-4.72427
119.65,-4.548979
119.7,-4.332533
119.75,-4.287846
119.8,-4.535448
119.85,-4.836201
119.9,-4.843022
119.95,-4.587331
120,-4.392766
120.05,-4.344632
120.1,-4.40127
120.15,-4.558316
120.2,-4.804838
120.25,-4.81211
120.3,-4.390199
120.35,-4.109739
120.4,-3.896183
120.45,-3.846356
120.5,-4.176723
120.55,-4.72936
120.6,-5.185134
120.65,-5.364081
120.7,-5.226016
120.75,-4.677934
120.8,-4.078595
120.85,-4.122939
120.9,-4.489945
120.95,-4.88531
121,-5.202421
121.05,-5.392283
121.1,-5.368841
121.15,-5.303154
121.2,-5.434017
121.25,-5.645493
121.3,-5.706171
121.35,-5.469545
121.4,-5.270786
121.45,-5.13424
121.5,-5.116799
121.55,-5.158761
121.6,-5.114151
121.65,-5.20676
121.7,-5.260909
121.75,-5.24438
121.8,-5.251503
121.85,-5.209128
121.9,-5.093603
121.95,-4.951115
122,-4.639485
122.05,-4.512553
122.1,-4.544418
122.15,-4.679003
122.2,-5.039718
122.25,-5.189918
122.3,-5.235562
122.35,-5.272754
122.4,-5.265476
122.45,-5.390269
122.5,-5.365587
122.55,-5.219463
122.6,-5.194952
122.65,-5.067104
122.7,-5.146063
122.75,-5.268438
122.8,-5.410149
122.85,-5.465553
122.9,-5.413805
122.95,-5.401448
123,-5.290436
123.05,-5.106921
123.1,-5.056806
123.15,-5.180638
123.2,-5.327419
123.25,-5.466419
123.3,-5.668815
123.35,-5.736084
123.4,-5.73326
123.45,-5.787112
123.5,-5.789633
123.55,-5.797968
123.6,-5.700037
123.65,-5.499113
123.7,-5.276622
123.75,-5.068324
123.8,-5.124223
123.85,-5.388048
123.9,-5.642836
123.95,-5.900389
124,-5.984536
124.05,-5.783458
124.1,-5.567845
124.15,-5.43613
124.2,-5.514664
124.25,-5.697824
124.3,-5.748343
124.35,-5.717351
124.4,-5.741354
124.45,-5.469414
124.5,-5.292931
124.55,-5.134743
124.6,-5.187162
124.65,-5.318004
124.7,-5.443633
124.75,-5.610574
124.8,-5.710721
124.85,-5.63212
124.9,-5.720555
124.95,-5.716897
125,-5.755523
125.05,-5.615195
125.1,-5.21174
125.15,-4.93611
125.2,-4.948546
125.25,-5.292975
125.3,-5.634143
125.35,-5.675539
125.4,-5.70839
125.45,-5.613448
125.5,-5.566653
125.55,-5.729553
125.6,-5.966122
125.65,-5.960903
125.7,-5.778399
125.75,-5.593989
125.8,-5.654762
125.85,-5.684571
125.9,-5.809832
125.95,-5.948861
126,-5.978014
126.05,-5.830501
126.1,-5.719466
126.15,-5.678868
126.2,-5.722585
126.25,-5.758482
126.3,-5.933481
126.35,-6.086172
126.4,-6.234576
126.45,-6.329836
126.5,-6.136156
126.55,-5.744085
126.6,-5.437588
126.65,-5.11814
126.7,-4.887425
126.75,-4.97142
126.8,-5.22862
126.85,-5.529981
126.9,-5.823247
126.95,-6.120523
127,-6.294726
127.05,-6.251577
127.1,-6.223704
127.15,-6.258862
127.2,-6.211057
127.25,-6.21336
127.3,-6.18873
127.35,-6.126155
127.4,-6.126368
127.45,-6.131204
127.5,-6.141912
127.55,-6.117983
127.6,-6.049608
127.65,-5.998389
127.7,-5.953365
127.75,-5.966266
127.8,-5.972836
127.85,-5.838718
127.9,-5.69082
127.95,-5.570647
128,-5.562653
128.05,-5.665118
128.1,-5.855473
128.15,-6.013648
128.2,-6.064748
128.25,-6.061694
128.3,-6.004648
128.35,-5.897834
128.4,-5.87371
128.45,-5.90685
128.5,-5.957407
128.55,-6.01173
128.6,-6.035471
128.65,-6.04608
128.7,-5.887186
128.75,-5.936429
128.8,-6.056964
128.85,-6.152392
128.9,-6.277565
128.95,-6.208433
129,-6.085277
129.05,-6.064327
129.1,-6.056069
129.15,-6.244357
129.2,-6.376636
129.25,-6.479632
129.3,-6.416266
129.35,-6.216043
129.4,-6.147285
129.45,-6.117725
129.5,-6.112942
129.55,-6.274583
129.6,-6.280743
129.65,-6.296212
129.7,-6.150465
129.75,-6.091592
129.8,-6.193306
129.85,-6.390677
129.9,-6.449198
129.95,-6.394026
130,-6.241891
130.05,-6.110664
130.1,-6.133247
130.15,-6.192202
130.2,-6.347155
130.25,-6.345999
130.3,-6.146732
130.35,-6.047197
130.4,-6.169959
130.45,-6.282948
130.5,-6.447833
130.55,-6.400339
130.6,-6.273482
130.65,-6.063977
130.7,-6.00774
130.75,-6.171481
130.8,-6.324805
130.85,-6.374495
130.9,-6.397704
130.95,-6.366138
131,-6.348184
131.05,-6.260863
131.1,-6.211293
131.15,-6.197769
131.2,-6.165419
131.25,-6.137024
131.3,-6.187127
131.35,-6.3166
131.4,-6.393374
131.45,-6.42232
131.5,-6.502086
131.55,-6.510819
131.6,-6.411975
131.65,-6.320914
131.7,-6.237364
131.75,-6.173306
131.8,-6.135751
131.85,-6.197988
131.9,-6.331796
131.95,-6.424562
132,-6.57621
132.05,-6.72656
132.1,-6.745349
132.15,-6.719768
132.2,-6.704267
132.25,-6.739795
132.3,-6.802051
132.35,-6.903215
132.4,-6.8979
132.45,-6.719236
132.5,-6.541901
132.55,-6.383299
132.6,-6.322333
132.65,-6.47173
132.7,-6.659373
132.75,-6.7476
132.8,-6.771571
132.85,-6.847636
132.9,-6.8958
132.95,-6.752692
133,-6.767292
133.05,-6.823188
133.1,-6.710639
133.15,-6.695177
133.2,-6.597398
133.25,-6.47288
133.3,-6.312054
133.35,-6.255806
133.4,-6.22757
133.45,-6.328739
133.5,-6.416531
133.55,-6.503386
133.6,-6.383323
133.65,-6.369833
133.7,-6.302609
133.75,-6.314008
133.8,-6.305147
133.85,-6.364577
133.9,-6.27592
133.95,-6.219785
134,-6.281685
134.05,-6.504092
134.1,-6.657463
134.15,-6.817626
134.2,-6.800646
134.25,-6.725025
134.3,-6.676405
134.35,-6.64518
134.4,-6.764362
134.45,-6.830953
134.5,-6.760473
134.55,-6.686631
134.6,-6.613564
134.65,-6.552797
134.7,-6.605491
134.75,-6.683083
134.8,-6.796627
134.85,-6.785651
134.9,-6.792959
134.95,-6.904006
135,-6.883157
135.05,-6.829825
135.1,-6.851896
135.15,-6.880675
135.2,-6.895007
135.25,-6.961428
135.3,-7.127855
135.35,-7.240994
135.4,-7.163096
135.45,-7.012802
135.5,-6.928833
135.55,-6.824844
135.6,-6.711846
135.65,-6.695558
135.7,-6.750978
135.75,-6.791308
135.8,-6.752131
135.85,-6.825784
135.9,-6.930343
135.95,-6.93052
136,-6.901499
136.05,-6.817882
136.1,-6.75147
136.15,-6.7052
136.2,-6.61801
136.25,-6.527635
136.3,-6.441599
136.35,-6.459
136.4,-6.484241
136.45,-6.529689
136.5,-6.615195
136.55,-6.625769
136.6,-6.51877
136.65,-6.488757
136.7,-6.545496
136.75,-6.538143
136.8,-6.51373
136.85,-6.535814
136.9,-6.588611
136.95,-6.631053
137,-6.704647
137.05,-6.799995
137.1,-6.773051
137.15,-6.776495
137.2,-6.841363
137.25,-6.90825
137.3,-6.977751
137.35,-6.892697
137.4,-6.866741
137.45,-6.830981
137.5,-6.821341
137.55,-6.928761
137.6,-6.888916
137.65,-6.89938
137.7,-6.901943
137.75,-6.90795
137.8,-6.942285
137.85,-7.130015
137.9,-7.136277
137.95,-7.174371
138,-7.213768
 
Alignment,On
